home_win,home_cur_year_avg_weighted,home_total_points,away_cur_year_avg_weighted,away_total_points,home_last_year_avg,away_last_year_avg,home_two_year_ago_avg,away_two_year_ago_avg,CAF,CONCACAF,CONMEBOL,OFC,UEFA,gdp_pp_diff,rank_diff
0,127.63,311.93,418.93,700.52,190.81,274.15,221.29,234.25,1,0,0,0,0,-3650.0,64
2,143.96,426.82,270.3,600.33,309.01,306.61,397.09,448.9,1,0,0,0,0,-4043.0,24
1,274.17,664.21,430.04,710.08,576.24,273.06,225.26,246.4,1,0,0,0,0,-3758.0,8
0,306.8,512.37,280.72,631.78,208.44,450.44,294.82,248.72,1,0,0,0,0,780.0,20
0,247.29,486.09,418.93,700.52,212.47,274.15,312.5,234.25,1,0,0,0,0,2685.0,33
1,650.42,1034.82,275.67,639.8,423.22,532.02,341.26,178.52,0,1,0,0,0,53568.0,-31
2,367.04,641.14,275.67,639.8,234.81,532.02,308.87,178.52,0,0,0,0,0,14103.0,-1
1,150.91,539.54,457.03,720.92,313.59,259.89,368.16,259.3,1,0,0,0,0,9223.0,26
1,293.48,646.62,274.01,635.14,274.23,477.39,357.67,190.76,0,0,0,0,1,29296.0,-2
1,481.83,1040.33,274.01,635.14,576.3,477.39,556.48,190.76,0,0,0,0,1,37693.0,-34
1,449.18,913.41,275.67,639.8,451.18,532.02,496.34,178.52,0,0,0,0,1,37623.0,-27
2,586.67,1082.33,275.43,631.03,494.61,520.28,502.05,193.76,0,0,0,0,1,21849.0,-34
0,127.22,220.8,190.76,540.46,66.89,326.03,166.3,275.43,0,0,0,0,1,103265.0,79
0,639.96,1228.07,266.33,609.0,702.26,432.93,435.41,176.21,0,0,0,0,1,23324.0,-46
0,51.03,67.07,311.38,654.39,0.0,423.62,27.09,273.06,0,0,0,0,0,-3627.0,133
0,166.87,376.92,219.84,533.72,292.62,264.24,100.03,306.61,1,0,0,0,0,-1930.0,28
2,50.54,194.52,259.01,599.0,152.19,337.22,136.64,434.86,1,0,0,0,0,-2644.0,87
2,454.78,737.28,474.22,716.28,233.47,198.21,407.09,251.55,1,0,0,0,0,-2568.0,-3
0,616.38,1444.69,457.03,720.92,934.24,259.89,571.17,259.3,0,0,1,0,0,14750.0,-37
1,276.8,589.29,186.39,546.82,222.65,351.64,526.64,275.57,1,0,0,0,0,7067.0,-9
1,258.64,623.92,202.38,539.77,442.5,311.38,292.03,423.62,1,0,0,0,0,-3888.0,-17
1,115.46,220.73,306.61,641.61,55.29,448.9,133.6,210.27,1,0,0,0,0,-1347.0,96
1,115.46,220.73,306.61,641.61,55.29,448.9,133.6,210.27,1,0,0,0,0,-1347.0,96
2,267.41,710.98,202.38,539.77,549.99,311.38,340.22,423.62,1,0,0,0,0,6060.0,-26
1,486.88,779.88,266.33,609.0,329.08,432.93,296.07,176.21,0,0,0,0,1,9237.0,-18
2,208.29,258.4,255.89,581.66,80.04,294.09,16.46,429.96,1,0,0,0,0,3955.0,71
0,279.81,550.49,705.46,1124.9,229.94,316.84,282.41,445.72,1,0,0,0,0,-2097.0,55
1,620.35,1176.72,544.58,1204.37,630.71,783.69,490.23,627.93,0,0,1,0,0,9088.0,2
0,210.8,730.69,558.94,1208.79,690.14,776.42,454.4,609.64,0,1,0,0,0,1649.0,34
0,393.55,681.26,1038.91,1715.02,314.5,555.56,281.35,793.26,0,0,0,0,0,34382.0,47
0,522.1,809.8,799.92,1307.29,361.75,624.11,250.13,391.47,0,0,0,0,1,33747.0,23
0,456.27,844.7,558.95,1430.57,229.28,1082.36,503.42,560.21,0,0,0,0,1,33747.0,24
2,555.48,1207.64,1025.35,1604.06,686.77,529.77,442.63,558.94,0,0,1,0,0,-1045.0,7
2,564.8,1115.69,908.98,1618.63,516.62,774.01,713.69,542.21,0,0,0,0,1,28120.0,10
0,709.6,1179.97,823.82,1348.16,482.72,688.3,438.86,299.44,0,0,0,0,1,28050.0,2
0,863.86,1609.01,720.93,1489.28,752.68,856.36,478.66,584.7,0,0,0,0,1,34706.0,-1
0,217.62,557.22,783.69,1291.0,249.64,625.48,355.9,397.11,0,0,0,0,0,27159.0,42
0,403.24,711.33,908.98,1618.63,310.71,774.01,342.73,542.21,0,0,0,0,0,27159.0,42
0,228.71,530.78,720.93,1489.28,170.61,856.36,500.94,584.7,0,0,0,0,1,12390.0,61
0,285.42,614.26,799.92,1307.29,335.83,624.11,267.79,391.47,0,0,0,0,1,10953.0,40
0,620.21,1199.88,856.36,1533.51,532.3,584.7,621.6,823.82,0,0,1,0,0,6945.0,7
0,448.53,975.17,560.52,1384.24,613.87,990.59,382.82,565.9,0,0,0,0,1,8595.0,16
0,1022.99,1630.97,783.69,1291.0,659.9,625.48,680.32,397.11,0,0,1,0,0,5177.0,-4
2,571.17,1382.86,542.21,1207.69,949.24,799.92,583.64,624.11,0,0,1,0,0,5177.0,-5
1,877.12,1626.23,1038.91,1715.02,741.1,555.56,919.87,793.26,0,0,1,0,0,5177.0,1
0,632.64,1001.83,529.77,1155.88,265.93,558.94,395.82,730.75,0,0,1,0,0,-4266.0,8
2,517.75,666.36,924.44,1589.68,73.13,690.26,318.15,544.58,0,0,1,0,0,-7957.0,44
2,439.61,641.93,584.7,1254.25,145.67,796.05,261.0,705.46,0,0,1,0,0,-5715.0,37
0,568.87,865.39,774.01,1409.91,321.84,542.21,208.92,799.92,0,0,1,0,0,-2158.0,20
0,319.58,561.79,690.26,1322.76,274.0,544.58,79.5,783.69,0,0,1,0,0,-3112.0,56
2,322.64,552.83,237.82,340.59,220.15,73.69,282.51,153.08,1,0,0,0,0,12231.0,-38
1,190.71,302.8,145.14,319.92,63.75,230.35,152.53,91.2,1,0,0,0,0,1105.0,8
1,101.64,488.39,161.43,295.38,394.24,75.0,532.34,175.37,1,0,0,0,0,997.0,-46
2,187.82,389.81,91.2,246.8,243.84,159.78,144.01,91.0,1,0,0,0,0,1180.0,-36
1,287.73,490.55,211.0,350.86,182.06,167.44,215.43,94.47,1,0,0,0,0,1180.0,-29
2,192.08,435.15,86.79,263.91,212.96,163.63,271.18,149.87,1,0,0,0,0,1180.0,-45
2,91.6,288.82,167.44,292.47,198.47,94.47,239.71,139.02,1,0,0,0,0,941.0,2
2,255.91,383.12,237.82,340.59,87.02,73.69,174.35,153.08,1,0,0,0,0,94.0,-11
1,543.9,925.53,209.3,339.54,380.09,87.72,493.59,140.89,1,0,0,0,0,13978.0,-78
1,305.97,552.24,237.82,340.59,129.18,73.69,302.75,153.08,1,0,0,0,0,2825.0,-37
0,305.97,552.24,237.82,340.59,129.18,73.69,302.75,153.08,1,0,0,0,0,2825.0,-37
0,193.64,238.88,145.14,319.92,59.33,230.35,28.99,91.2,1,0,0,0,0,20456.0,35
1,69.66,226.7,73.69,227.14,203.95,153.08,96.75,99.99,1,0,0,0,0,2111.0,0
2,201.94,331.37,251.71,376.37,117.91,109.91,154.84,136.13,1,0,0,0,0,2111.0,9
1,78.93,217.53,179.61,338.76,152.19,209.3,126.88,87.72,1,0,0,0,0,2111.0,35
1,73.95,192.79,127.23,287.15,149.43,145.14,69.89,230.35,1,0,0,0,0,2111.0,22
2,125.03,255.74,95.93,277.52,153.18,171.7,78.93,179.61,1,0,0,0,0,2111.0,9
2,125.5,220.62,110.61,268.71,44.47,127.23,114.11,168.61,1,0,0,0,0,5641.0,19
1,8.6,88.11,73.69,227.14,0.0,153.08,227.54,99.99,1,0,0,0,0,1261.0,43
1,223.13,245.57,211.0,350.86,36.98,167.44,0.0,94.47,1,0,0,0,0,331.0,37
1,218.01,354.43,100.1,234.24,76.11,75.0,245.71,175.37,1,0,0,0,0,1047.0,-30
1,234.47,595.74,230.35,345.26,509.84,91.2,185.4,159.78,1,0,0,0,0,11822.0,-40
2,206.39,540.45,149.87,329.1,397.21,230.73,292.03,122.12,1,0,0,0,0,867.0,-41
0,124.31,267.27,211.0,350.86,196.28,167.44,60.32,94.47,1,0,0,0,0,3408.0,31
2,155.82,212.68,196.99,336.15,97.44,159.06,27.14,81.87,1,0,0,0,0,8710.0,39
1,290.93,515.26,182.75,374.42,206.65,159.23,292.46,191.4,1,0,0,0,0,6590.0,-19
0,243.28,465.12,199.33,352.6,203.51,106.12,297.99,181.7,1,0,0,0,0,6590.0,-24
1,198.99,460.58,159.46,344.12,285.19,179.02,309.6,146.09,1,0,0,0,0,6590.0,-23
2,306.25,566.94,29.8,186.95,204.8,121.72,352.08,217.42,1,0,0,0,0,6590.0,-85
2,189.79,440.01,115.18,210.08,236.73,29.8,204.8,121.72,1,0,0,0,0,6590.0,-65
2,192.03,469.49,179.02,373.06,403.24,146.09,113.84,256.61,1,0,0,0,0,-4929.0,-16
1,480.22,704.62,44.47,188.19,199.4,114.11,255.57,182.75,1,0,0,0,0,-4929.0,-100
1,299.13,580.21,134.73,333.24,321.31,201.1,256.79,151.3,1,0,0,0,0,-6028.0,-45
1,233.47,565.0,121.72,305.97,441.18,201.1,166.37,163.01,1,0,0,0,0,-6028.0,-51
1,98.04,311.42,219.09,407.76,189.12,151.67,353.39,264.87,1,0,0,0,0,12453.0,27
0,136.07,291.11,134.73,333.24,109.23,201.1,188.82,151.3,1,0,0,0,0,-4700.0,13
2,98.58,251.34,163.01,355.87,147.81,174.0,170.65,279.16,1,0,0,0,0,-5547.0,23
1,160.37,333.61,29.8,186.95,152.82,121.72,257.39,217.42,1,0,0,0,0,-5547.0,-42
2,178.79,347.74,78.92,246.76,144.32,199.33,208.71,106.12,1,0,0,0,0,11333.0,-37
1,145.14,319.92,114.11,292.4,230.35,182.75,91.2,159.23,1,0,0,0,0,-5641.0,-16
2,127.23,287.15,44.47,188.19,145.14,114.11,230.35,182.75,1,0,0,0,0,-5641.0,-24
2,185.13,277.05,106.12,312.4,106.94,181.7,80.45,228.5,1,0,0,0,0,-2944.0,14
0,54.4,174.82,44.47,188.19,193.64,114.11,59.33,182.75,1,0,0,0,0,14815.0,9
1,268.46,350.77,114.11,292.4,0.0,182.75,21.5,159.23,1,0,0,0,0,-6132.0,-27
1,512.47,943.98,217.42,403.1,329.76,155.3,531.41,174.0,1,0,0,0,0,-2956.0,-64
2,78.84,121.43,182.75,374.42,55.94,159.23,34.4,191.4,1,0,0,0,0,3069.0,74
2,167.09,251.37,165.94,381.11,147.06,231.25,0.0,142.6,1,0,0,0,0,-5259.0,33
2,283.41,528.7,192.72,343.35,266.31,163.2,182.51,125.53,1,0,0,0,0,8929.0,-40
1,268.05,545.78,272.0,379.29,156.11,114.85,330.61,166.23,1,0,0,0,0,-2305.0,-27
1,126.22,357.83,160.2,207.84,276.67,91.85,188.02,0.0,1,0,0,0,0,-2122.0,-46
1,256.79,427.14,132.31,179.95,216.94,91.85,167.33,0.0,1,0,0,0,0,-3689.0,-60
0,119.88,394.78,202.58,321.1,380.65,130.08,177.05,117.03,1,0,0,0,0,14792.0,-21
1,68.23,229.86,113.41,161.05,207.81,91.85,141.37,0.0,1,0,0,0,0,-3666.0,-21
1,273.77,692.49,162.47,316.8,366.92,185.44,530.47,117.16,1,0,0,0,0,10676.0,-70
1,273.77,692.49,162.47,316.8,366.92,185.44,530.47,117.16,1,0,0,0,0,10676.0,-70
1,97.92,190.24,179.92,327.31,69.08,208.97,119.2,43.86,1,0,0,0,0,-605.0,36
0,40.59,67.01,79.67,127.32,34.4,91.85,30.71,0.0,1,0,0,0,0,17154.0,24
1,349.59,640.59,43.86,145.79,320.91,148.75,268.52,91.85,1,0,0,0,0,-1115.0,-100
2,175.95,198.4,272.0,379.29,36.98,114.85,0.0,166.23,1,0,0,0,0,-2971.0,55
1,67.94,261.36,117.03,164.67,185.76,91.85,282.16,0.0,1,0,0,0,0,30391.0,-26
2,219.88,411.8,213.83,384.25,251.01,192.72,108.01,163.2,1,0,0,0,0,-978.0,-4
1,463.14,805.01,195.01,358.73,267.91,202.58,512.51,130.08,1,0,0,0,0,-1796.0,-61
1,268.54,668.49,222.53,328.1,463.62,117.16,336.37,156.64,1,0,0,0,0,7513.0,-63
2,370.71,720.93,124.1,307.68,287.73,234.22,463.62,117.16,1,0,0,0,0,7513.0,-77
1,0.0,90.34,201.03,268.42,92.88,79.67,60.2,91.85,1,0,0,0,0,-2788.0,53
2,95.52,135.42,185.44,319.68,0.0,184.1,92.88,79.38,1,0,0,0,0,-2788.0,58
1,306.25,566.94,320.39,434.22,204.8,104.9,352.08,204.61,1,0,0,0,0,11597.0,-18
1,207.13,587.4,135.15,367.74,588.82,320.39,112.36,104.9,1,0,0,0,0,78.0,-40
2,88.55,312.7,401.63,515.46,194.38,104.9,316.25,204.61,1,0,0,0,0,17460.0,40
1,215.36,533.31,371.88,473.89,450.08,81.26,187.77,204.61,1,0,0,0,0,4901.0,-12
1,159.85,332.38,161.68,199.05,177.09,0.0,90.55,37.98,1,0,0,0,0,16340.0,-37
2,279.83,517.17,42.93,131.36,132.42,161.68,275.3,0.0,1,0,0,0,0,2191.0,-87
2,0.0,284.0,0.0,42.56,379.32,0.0,139.03,37.98,1,0,0,0,0,-1125.0,-78
2,239.28,360.45,81.26,192.68,76.11,204.61,111.94,0.0,1,0,0,0,0,-939.0,-52
1,251.73,551.5,401.63,515.46,242.48,104.9,336.09,204.61,1,0,0,0,0,1553.0,-6
0,204.73,330.98,104.9,207.21,106.59,204.61,163.69,0.0,1,0,0,0,0,1690.0,-44
2,46.92,120.01,167.66,329.51,83.02,233.27,43.35,42.93,1,0,0,0,0,-120.0,64
1,324.04,580.77,10.2,159.45,283.41,169.45,266.31,140.17,1,0,0,0,0,1875.0,-92
1,193.72,432.46,128.35,308.49,214.93,212.57,242.52,141.98,1,0,0,0,0,1875.0,-35
1,127.42,367.17,103.33,233.45,301.43,125.99,246.89,208.51,1,0,0,0,0,-4821.0,-28
0,163.7,273.13,125.22,265.08,121.97,162.27,72.24,97.78,1,0,0,0,0,-10720.0,-4
2,305.97,552.24,147.82,278.98,129.18,103.33,302.75,125.99,1,0,0,0,0,-7531.0,-54
1,279.83,517.17,152.15,303.16,132.42,136.25,275.3,156.16,1,0,0,0,0,-7531.0,-37
2,233.22,411.51,128.35,308.49,113.94,212.57,202.46,141.98,1,0,0,0,0,-7531.0,-29
1,159.46,344.12,148.68,289.8,179.02,146.69,146.09,97.64,1,0,0,0,0,-4715.0,-20
1,167.66,329.51,212.57,345.2,233.27,119.46,42.93,152.15,1,0,0,0,0,-9722.0,9
1,119.74,251.19,152.15,303.16,100.3,136.25,156.52,156.16,1,0,0,0,0,-10375.0,12
1,304.18,589.36,148.68,289.8,309.5,146.69,253.51,97.64,1,0,0,0,0,-9489.0,-65
1,294.06,654.4,169.45,302.57,501.93,140.17,247.05,139.61,1,0,0,0,0,-8850.0,-80
2,100.8,154.37,135.92,274.32,0.0,146.69,92.88,97.64,1,0,0,0,0,-9842.0,36
1,116.21,298.85,175.2,452.54,179.64,374.0,234.39,98.78,1,0,0,0,0,-16989.0,30
2,278.11,557.11,193.34,392.41,415.99,159.92,46.12,343.48,1,0,0,0,0,-17382.0,-35
0,243.93,522.54,316.25,527.04,398.8,157.68,156.95,374.0,1,0,0,0,0,-17382.0,2
2,315.15,567.62,91.84,322.87,279.89,226.32,179.23,275.64,1,0,0,0,0,-17097.0,-52
1,295.8,544.26,202.87,408.88,259.47,112.83,322.0,380.65,1,0,0,0,0,-17097.0,-20
0,256.79,439.48,172.91,421.01,230.53,374.46,164.4,97.66,1,0,0,0,0,-18481.0,-4
0,113.41,161.05,172.91,421.01,91.85,374.46,0.0,97.66,1,0,0,0,0,-14792.0,60
1,99.34,273.94,212.18,469.62,201.24,275.64,126.54,175.91,1,0,0,0,0,-18000.0,52
2,202.85,454.19,168.02,385.86,222.31,174.81,302.12,331.03,1,0,0,0,0,-10654.0,-13
1,360.16,635.05,258.4,429.89,367.86,76.23,235.31,315.71,1,0,0,0,0,-10654.0,-23
2,100.06,238.23,160.46,370.94,111.48,175.64,201.03,135.94,0,0,0,0,0,-1480.0,34
2,268.71,464.3,362.88,535.42,91.16,92.67,204.79,185.11,1,0,0,0,0,-15269.0,11
2,234.65,301.57,98.04,311.42,80.91,189.12,88.21,353.39,1,0,0,0,0,-15397.0,3
2,156.59,346.21,409.4,609.77,148.57,163.43,261.31,174.81,0,0,0,0,1,-650.0,44
2,179.02,373.06,275.64,486.92,146.09,175.91,256.61,334.26,1,0,0,0,0,-12453.0,20
1,233.47,570.92,110.53,359.2,407.09,362.88,235.02,98.04,1,0,0,0,0,-15907.0,-42
1,152.25,271.09,177.05,381.64,92.59,174.81,198.88,305.56,1,0,0,0,0,-17185.0,27
0,253.56,426.2,362.88,535.42,208.76,92.67,100.8,185.11,1,0,0,0,0,-17185.0,15
1,140.86,374.8,194.38,467.7,379.54,291.92,70.12,175.2,1,0,0,0,0,-17185.0,14
1,116.52,296.93,135.94,412.33,120.5,382.04,198.23,168.02,1,0,0,0,0,-17475.0,32
1,157.74,400.49,258.4,429.89,319.66,76.23,123.25,315.71,1,0,0,0,0,-17047.0,9
1,78.69,260.06,316.25,527.04,67.94,157.68,400.55,374.0,1,0,0,0,0,15599.0,56
1,531.11,950.07,194.38,467.7,364.52,291.92,431.97,175.2,1,0,0,0,0,-15409.0,-58
1,286.02,731.67,112.83,387.73,508.22,380.65,293.64,177.05,1,0,0,0,0,-15409.0,-52
0,268.94,635.82,191.17,380.63,297.07,110.53,492.15,362.88,1,0,0,0,0,-15409.0,-34
1,119.74,251.19,380.65,582.73,100.3,177.05,156.52,174.81,1,0,0,0,0,-18113.0,58
2,217.6,500.95,175.64,399.12,206.39,135.94,395.33,409.4,1,0,0,0,0,-17227.0,-17
1,466.48,733.84,316.25,527.04,282.37,157.68,148.52,374.0,1,0,0,0,0,-16588.0,-27
0,45.43,231.25,110.53,359.2,255.0,362.88,131.95,98.04,1,0,0,0,0,-14686.0,45
2,361.8,722.25,315.71,529.05,373.4,193.34,340.1,159.92,1,0,0,0,0,-7279.0,-29
2,127.63,311.93,229.08,551.9,190.81,365.5,221.29,252.02,1,0,0,0,0,-7515.0,43
2,443.79,851.47,229.08,551.9,399.49,365.5,288.0,252.02,1,0,0,0,0,-5187.0,-38
1,310.08,588.94,315.92,466.23,341.38,112.37,215.71,168.43,1,0,0,0,0,-9007.0,-25
2,172.91,421.01,229.08,551.9,374.46,365.5,97.66,252.02,1,0,0,0,0,9474.0,23
2,223.35,421.13,229.08,551.9,290.37,365.5,125.42,252.02,1,0,0,0,0,-3085.0,23
1,119.77,381.3,197.83,475.24,241.48,176.86,229.31,410.92,1,0,0,0,0,-1180.0,19
1,146.08,368.56,0.0,237.92,196.66,228.2,217.67,195.81,1,0,0,0,0,-1180.0,-27
1,146.08,368.56,0.0,237.92,196.66,228.2,217.67,195.81,1,0,0,0,0,-1180.0,-27
2,168.39,312.92,194.37,399.01,109.37,216.75,223.12,209.76,0,0,0,0,0,2695.0,19
0,50.54,193.95,112.37,345.36,152.19,183.7,132.29,196.51,1,0,0,0,0,-6509.0,46
1,117.3,117.3,188.79,318.91,0.0,29.67,0.0,231.42,1,0,0,0,0,-6584.0,67
1,78.73,196.71,233.52,521.81,75.76,225.91,216.95,335.97,1,0,0,0,0,-7711.0,69
0,181.11,355.65,80.26,297.49,227.74,168.43,93.05,239.81,1,0,0,0,0,-7711.0,-17
2,91.44,269.23,237.72,442.36,174.83,216.75,140.86,209.76,1,0,0,0,0,-7711.0,43
2,100.3,300.29,237.72,442.36,225.29,216.75,204.73,209.76,1,0,0,0,0,-6296.0,34
1,310.19,584.83,209.76,426.8,222.65,166.68,383.01,229.08,1,0,0,0,0,3202.0,-23
1,568.68,909.73,213.78,361.32,323.98,183.88,208.42,29.67,1,0,0,0,0,3202.0,-71
1,568.68,902.98,213.78,351.36,323.98,183.88,234.47,0.0,1,0,0,0,0,3202.0,-72
1,279.35,535.54,218.03,398.97,246.34,215.33,320.12,112.37,1,0,0,0,0,-7753.0,-17
1,361.8,722.25,112.37,328.08,373.4,168.43,340.1,218.01,1,0,0,0,0,2195.0,-69
2,473.78,834.29,197.11,406.67,360.83,284.33,291.22,112.37,1,0,0,0,0,2195.0,-59
0,241.19,545.25,215.33,366.24,399.86,112.37,35.35,197.83,1,0,0,0,0,-2850.0,-35
1,63.75,238.01,0.0,44.44,152.53,64.16,191.4,8.6,1,0,0,0,0,717.0,-71
2,288.23,554.47,0.0,17.34,337.95,8.6,126.46,43.48,1,0,0,0,0,324.0,-136
1,255.57,520.24,0.0,44.44,255.15,64.16,402.14,8.6,1,0,0,0,0,324.0,-124
1,291.3,525.08,163.09,190.95,268.42,13.77,150.7,64.16,1,0,0,0,0,792.0,-90
1,433.86,793.33,53.98,88.63,274.98,64.16,474.75,8.6,1,0,0,0,0,3045.0,-147
2,91.84,322.87,174.96,222.91,226.32,53.98,275.64,64.16,1,0,0,0,0,17706.0,-33
0,188.06,365.04,105.31,203.81,144.81,163.09,272.0,13.77,1,0,0,0,0,2914.0,-43
1,206.91,370.29,85.64,119.44,163.73,64.16,217.15,0.0,1,0,0,0,0,16586.0,-81
1,127.23,287.15,104.41,185.92,145.14,137.36,230.35,0.0,1,0,0,0,0,-388.0,-27
2,59.89,200.63,13.77,48.43,185.13,64.16,106.94,8.6,1,0,0,0,0,2309.0,-53
2,132.78,191.48,142.66,202.35,101.15,85.64,0.0,40.42,1,0,0,0,0,20068.0,4
2,181.39,374.89,174.96,222.91,98.96,53.98,308.55,64.16,1,0,0,0,0,52.0,-50
1,152.11,316.93,104.41,185.92,135.45,137.36,226.46,0.0,1,0,0,0,0,52.0,-32
1,152.58,303.21,44.63,174.07,202.02,228.44,63.75,0.0,1,0,0,0,0,1410.0,-36
1,82.6,158.79,53.15,234.47,90.25,196.2,103.54,252.46,1,0,0,0,0,3002.0,22
0,81.26,192.68,239.28,360.45,204.61,76.11,0.0,111.94,1,0,0,0,0,939.0,52
1,477.33,890.46,274.48,394.36,355.96,76.11,437.39,143.93,1,0,0,0,0,2990.0,-64
1,281.14,416.2,143.44,332.3,131.23,274.48,129.6,76.11,1,0,0,0,0,2629.0,-19
1,398.48,673.37,0.0,149.04,328.25,76.11,179.31,220.36,1,0,0,0,0,1172.0,-103
1,248.53,627.31,296.97,369.93,454.98,26.35,312.96,76.11,1,0,0,0,0,11120.0,-47
1,226.46,438.42,0.0,149.04,145.77,76.11,327.26,220.36,1,0,0,0,0,745.0,-71
0,0.0,0.0,205.86,332.69,0.0,76.11,0.0,201.5,1,0,0,0,0,2700.0,103
1,123.44,363.2,123.25,332.57,192.03,191.44,403.24,165.12,1,0,0,0,0,-335.0,-10
2,543.68,765.39,158.1,395.94,187.85,294.77,260.77,191.44,1,0,0,0,0,-335.0,-48
2,342.41,682.17,158.1,395.94,278.93,294.77,487.52,191.44,1,0,0,0,0,2386.0,-38
1,337.64,636.06,123.25,341.04,343.58,229.73,166.75,165.12,1,0,0,0,0,4488.0,-51
2,67.91,366.91,176.59,438.32,254.11,372.94,368.65,123.25,1,0,0,0,0,4488.0,15
1,162.47,331.43,311.1,531.39,185.44,259.68,201.03,191.44,1,0,0,0,0,2255.0,40
1,117.46,368.52,191.44,374.83,231.0,165.12,212.31,320.35,1,0,0,0,0,6393.0,2
1,100.1,234.24,218.01,354.43,75.0,76.11,175.37,245.71,1,0,0,0,0,-1047.0,30
1,152.19,277.15,229.73,419.81,126.88,165.12,122.2,266.96,1,0,0,0,0,1064.0,37
0,0.0,86.43,165.12,332.12,0.0,244.38,288.1,50.74,1,0,0,0,0,989.0,70
0,223.13,245.57,259.68,463.58,36.98,191.44,0.0,165.12,1,0,0,0,0,-716.0,63
2,454.54,635.31,100.73,289.27,146.63,245.1,185.76,64.93,1,0,0,0,0,32646.0,-60
0,73.44,272.43,115.18,368.5,128.56,362.16,396.56,63.75,1,0,0,0,0,32646.0,25
2,314.24,672.28,158.1,395.94,294.49,294.77,485.12,191.44,1,0,0,0,0,1638.0,-35
1,322.0,622.68,0.0,24.42,110.63,36.98,552.77,19.78,1,0,0,0,0,666.0,-145
1,220.07,470.95,97.26,171.6,217.63,0.0,327.44,223.13,1,0,0,0,0,849.0,-78
1,51.0,179.42,95.63,182.71,182.11,159.38,72.25,0.0,1,0,0,0,0,-695.0,1
1,272.0,379.29,175.95,198.4,114.85,36.98,166.23,0.0,1,0,0,0,0,2971.0,-55
1,217.15,360.19,0.0,9.89,81.84,19.78,100.16,0.0,1,0,0,0,0,16643.0,-108
1,259.68,463.58,223.13,245.57,191.44,36.98,165.12,0.0,1,0,0,0,0,716.0,-63
1,128.56,389.06,185.94,197.03,396.56,0.0,78.69,36.98,1,0,0,0,0,33362.0,-68
1,67.41,219.82,0.0,24.42,156.06,36.98,131.12,19.78,1,0,0,0,0,1993.0,-74
1,0.0,0.0,0.0,122.66,0.0,223.13,0.0,36.98,1,0,0,0,0,2064.0,38
1,194.37,490.25,179.09,478.92,294.59,484.59,156.02,67.94,1,0,0,0,0,-32696.0,-3
1,117.03,164.67,67.94,261.36,91.85,185.76,0.0,282.16,1,0,0,0,0,-30391.0,26
1,251.39,421.88,360.5,486.67,117.46,78.69,231.0,67.94,1,0,0,0,0,-26253.0,10
2,129.55,217.65,181.69,424.16,63.41,360.5,117.77,78.69,0,0,0,0,0,-15379.0,62
0,0.0,8.1,454.54,635.31,11.0,146.63,0.0,185.76,0,0,0,0,1,-34184.0,154
1,0.0,22.45,396.56,546.23,36.98,78.69,0.0,193.07,1,0,0,0,0,-33362.0,136
1,294.77,473.18,157.23,465.64,100.73,454.54,245.1,146.63,1,0,0,0,0,-32646.0,-1
2,512.47,943.98,484.59,630.02,329.76,67.94,531.41,185.76,1,0,0,0,0,-31008.0,-30
1,75.4,289.08,25.5,189.98,277.31,73.44,177.05,157.23,1,0,0,0,0,-31369.0,-34
1,186.66,581.82,484.59,630.02,590.46,67.94,205.07,185.76,1,0,0,0,0,-21871.0,8
1,479.05,838.99,73.44,317.74,269.36,157.23,584.93,454.54,1,0,0,0,0,-32187.0,-82
2,291.3,525.08,251.01,380.66,268.42,108.01,150.7,170.06,1,0,0,0,0,-1144.0,-23
0,310.08,588.94,259.68,378.36,341.38,94.51,215.71,142.56,1,0,0,0,0,-2711.0,-40
1,156.04,323.56,67.41,219.82,142.58,156.06,211.69,131.12,1,0,0,0,0,-1383.0,-24
2,447.28,666.13,67.41,219.82,151.16,156.06,235.57,131.12,1,0,0,0,0,3211.0,-76
2,136.53,315.14,219.88,411.8,187.55,251.01,193.6,108.01,1,0,0,0,0,-2230.0,22
1,101.8,371.41,142.56,287.64,269.43,143.3,200.27,181.68,1,0,0,0,0,5116.0,-24
1,252.03,399.87,213.47,400.17,93.77,259.68,217.29,94.51,0,0,0,0,0,13508.0,0
1,187.0,354.41,75.4,289.08,260.61,277.31,67.02,177.05,0,0,0,0,0,3678.0,-14
1,98.63,218.61,213.47,400.17,147.73,259.68,143.18,94.51,0,0,0,0,0,14290.0,49
2,172.71,375.89,251.01,380.66,268.71,108.01,84.28,170.06,1,0,0,0,0,501.0,3
1,140.67,213.05,207.64,339.48,87.15,123.18,96.02,178.76,1,0,0,0,0,373.0,36
0,107.34,123.41,94.51,245.11,0.0,142.56,53.57,143.3,1,0,0,0,0,18132.0,37
1,91.8,265.63,121.64,317.02,217.18,225.29,203.15,204.73,1,0,0,0,0,-2815.0,16
2,23.74,42.71,145.34,284.27,8.6,136.8,48.91,172.29,1,0,0,0,0,-1936.0,78
2,124.76,229.87,121.64,317.02,142.66,225.29,85.64,204.73,1,0,0,0,0,-1936.0,27
1,104.9,207.21,204.73,330.98,204.61,106.59,0.0,163.69,1,0,0,0,0,-1690.0,44
2,205.02,345.64,67.41,219.82,152.25,156.06,92.59,131.12,1,0,0,0,0,-1415.0,-29
2,181.11,355.65,131.23,273.99,227.74,129.6,93.05,152.85,1,0,0,0,0,-1415.0,-29
