home_win,home_cur_year_avg_weighted,home_total_points,away_cur_year_avg_weighted,away_total_points,home_last_year_avg,away_last_year_avg,home_two_year_ago_avg,away_two_year_ago_avg,CAF,CONCACAF,CONMEBOL,OFC,UEFA,gdp_pp_diff,rank_diff
1,213.78,351.36,6.07,56.92,183.88,65.61,0.0,25.08,1,0,0,0,0,-18920.0,-102
1,190.71,302.8,65.61,93.94,63.75,25.08,152.53,52.63,1,0,0,0,0,-26435.0,-65
1,152.58,303.21,6.07,56.92,202.02,65.61,63.75,25.08,1,0,0,0,0,-26435.0,-79
1,187.82,389.81,52.63,65.53,243.84,0.0,144.01,43.0,1,0,0,0,0,-26360.0,-95
1,110.7,269.78,58.32,85.25,185.13,22.29,92.28,52.63,1,0,0,0,0,-26599.0,-53
1,185.73,302.08,34.9,67.46,90.81,65.11,139.07,0.0,1,0,0,0,0,-27904.0,-71
1,255.07,390.6,25.08,59.99,95.91,52.63,205.44,0.0,1,0,0,0,0,-27446.0,-106
1,138.0,311.05,11.39,36.86,154.56,6.07,148.62,52.49,1,0,0,0,0,-27446.0,-88
1,506.31,941.49,25.08,59.99,508.48,52.63,368.98,0.0,1,0,0,0,0,-13562.0,-166
1,65.57,185.78,27.92,56.46,144.35,25.5,121.82,52.63,1,0,0,0,0,-24843.0,-38
2,93.08,194.57,11.39,36.86,104.41,6.07,137.36,52.49,1,0,0,0,0,-27152.0,-52
1,216.29,469.47,52.63,64.24,179.13,0.0,363.08,38.7,1,0,0,0,0,-26921.0,-118
1,238.81,301.89,65.61,93.94,78.84,25.08,55.94,52.63,1,0,0,0,0,-18830.0,-63
1,165.75,341.17,6.07,56.92,175.05,65.61,194.93,25.08,1,0,0,0,0,-27158.0,-97
2,116.76,284.12,11.39,36.86,165.75,6.07,183.57,52.49,1,0,0,0,0,-27158.0,-80
1,147.82,278.98,33.83,64.79,103.33,28.99,125.99,34.4,1,0,0,0,0,-10100.0,-71
1,290.93,515.26,59.33,90.29,206.65,28.99,292.46,34.4,1,0,0,0,0,-8225.0,-107
1,59.04,234.68,33.83,64.79,159.4,28.99,172.26,34.4,1,0,0,0,0,-19351.0,-62
1,463.15,800.39,59.33,90.29,254.31,28.99,454.62,34.4,1,0,0,0,0,-17023.0,-142
1,79.67,127.32,40.59,67.01,91.85,34.4,0.0,30.71,1,0,0,0,0,-17154.0,-24
1,187.55,356.87,193.94,224.98,193.6,37.08,133.77,0.0,1,0,0,0,0,-20362.0,-44
1,60.69,194.63,40.1,124.37,75.86,54.4,215.11,167.66,1,0,0,0,0,-3482.0,-19
1,245.31,340.55,41.57,149.66,116.06,193.94,85.0,37.08,0,0,0,0,0,-14454.0,-63
2,127.23,287.15,54.4,174.82,145.14,193.64,230.35,59.33,1,0,0,0,0,-20456.0,-33
0,110.61,268.71,40.1,124.37,127.23,54.4,168.61,167.66,1,0,0,0,0,-20456.0,-42
1,69.08,184.91,193.64,238.88,119.2,59.33,110.08,28.99,1,0,0,0,0,-17759.0,13
2,73.95,192.79,54.4,174.82,149.43,193.64,69.89,59.33,1,0,0,0,0,-18345.0,-11
0,114.11,292.4,193.64,238.88,182.75,59.33,159.23,28.99,1,0,0,0,0,-14815.0,-19
1,125.5,220.62,40.1,124.37,44.47,54.4,114.11,167.66,1,0,0,0,0,-14815.0,-23
1,142.66,202.35,132.78,191.48,85.64,101.15,40.42,0.0,1,0,0,0,0,-20068.0,-4
1,168.1,396.68,101.15,120.21,379.54,0.0,67.64,40.59,1,0,0,0,0,-19547.0,-87
1,9.69,224.42,43.58,135.57,181.69,119.57,360.5,107.34,1,0,0,0,0,13237.0,-26
2,94.51,245.11,107.34,123.41,142.56,0.0,143.3,53.57,1,0,0,0,0,-18132.0,-37
0,21.25,65.38,36.88,133.61,58.44,132.78,21.25,101.15,0,0,0,0,0,92802.0,28
0,25.5,60.42,33.83,64.79,52.63,28.99,0.0,34.4,1,0,0,0,0,7084.0,4
1,73.82,252.62,39.95,136.69,164.9,132.78,115.46,101.15,1,0,0,0,0,-20016.0,-34
0,0.0,48.88,36.88,133.61,34.0,132.78,63.75,101.15,0,0,0,0,0,-9077.0,31
1,147.82,278.98,59.04,234.68,103.33,159.4,125.99,172.26,1,0,0,0,0,9251.0,-9
1,77.78,232.86,163.0,328.94,162.28,166.37,148.68,173.19,1,0,0,0,0,9251.0,25
0,379.81,566.11,127.63,311.93,161.21,190.81,154.56,221.29,1,0,0,0,0,-393.0,-47
0,302.2,702.88,127.63,311.93,576.24,190.81,225.26,221.29,1,0,0,0,0,-108.0,-65
2,327.44,552.75,176.61,321.87,240.45,148.93,189.29,116.21,1,0,0,0,0,75.0,-46
0,154.56,325.87,152.58,303.21,151.22,202.02,255.07,63.75,1,0,0,0,0,-1011.0,-9
1,117.46,368.52,153.96,329.59,231.0,119.85,212.31,164.32,1,0,0,0,0,6335.0,-13
2,268.18,686.89,174.99,329.99,366.92,176.61,530.47,137.23,1,0,0,0,0,12873.0,-64
1,208.71,356.46,170.36,352.66,170.88,111.86,84.18,164.32,1,0,0,0,0,15869.0,-1
0,122.12,267.6,141.37,330.45,125.66,191.4,157.46,221.29,1,0,0,0,0,-1105.0,15
0,230.35,345.26,63.75,238.01,91.2,152.53,159.78,191.4,1,0,0,0,0,-1105.0,-24
0,176.0,369.23,155.81,324.47,179.22,188.77,268.71,135.76,1,0,0,0,0,1720.0,-9
2,240.93,437.84,155.32,312.16,151.03,204.73,202.95,142.23,1,0,0,0,0,1720.0,-31
2,59.89,200.63,168.11,312.61,185.13,156.16,106.94,111.86,1,0,0,0,0,1592.0,31
0,97.92,190.24,152.58,303.21,69.08,202.02,119.2,63.75,1,0,0,0,0,1592.0,25
2,81.1,172.26,136.13,286.55,77.07,169.96,76.7,171.18,1,0,0,0,0,1592.0,37
1,69.66,226.7,159.4,326.88,203.95,172.26,96.75,221.29,1,0,0,0,0,1006.0,24
2,115.18,210.08,155.32,312.16,29.8,204.73,121.72,142.23,1,0,0,0,0,4536.0,33
2,229.04,534.37,178.08,334.3,244.4,176.61,351.41,148.93,1,0,0,0,0,1082.0,-37
2,285.14,746.44,178.08,334.3,531.11,176.61,364.52,148.93,1,0,0,0,0,1580.0,-68
0,25.5,60.42,59.04,234.68,52.63,159.4,0.0,172.26,1,0,0,0,0,26435.0,66
1,389.73,742.68,174.99,329.99,313.07,176.61,466.48,137.23,1,0,0,0,0,401.0,-70
0,93.38,114.13,170.36,352.66,27.14,111.86,0.0,164.32,1,0,0,0,0,7605.0,68
2,226.88,277.17,142.23,270.58,79.6,85.75,12.04,141.37,1,0,0,0,0,7605.0,-7
0,207.19,361.43,152.58,303.21,238.81,202.02,78.84,63.75,1,0,0,0,0,7605.0,-25
2,175.05,316.63,190.71,302.8,194.93,63.75,147.06,152.53,1,0,0,0,0,-723.0,-7
1,147.82,278.98,255.91,383.12,103.33,87.02,125.99,174.35,1,0,0,0,0,10262.0,28
1,119.46,263.18,151.22,348.61,152.15,255.07,136.25,95.91,1,0,0,0,0,10262.0,38
1,430.04,710.08,121.33,263.86,273.06,147.81,246.4,163.62,1,0,0,0,0,4661.0,-81
1,328.47,553.56,121.33,263.86,128.05,147.81,298.56,163.62,1,0,0,0,0,12137.0,-56
1,223.29,655.91,152.82,336.98,507.57,243.46,299.63,98.58,1,0,0,0,0,3339.0,-59
1,291.01,589.46,151.22,348.61,382.36,255.07,155.11,95.91,1,0,0,0,0,-481.0,-45
1,212.18,469.62,99.34,273.94,275.64,201.24,175.91,126.54,1,0,0,0,0,18000.0,-52
0,166.62,316.39,257.39,385.17,210.37,98.09,81.84,164.26,1,0,0,0,0,16880.0,20
0,157.39,313.79,255.91,383.12,227.74,87.02,86.55,174.35,1,0,0,0,0,16880.0,18
2,91.2,246.8,95.91,268.84,159.78,205.44,91.0,145.93,1,0,0,0,0,-94.0,4
2,84.28,375.05,133.77,288.96,217.7,161.93,470.55,148.35,1,0,0,0,0,2731.0,-23
1,292.62,486.52,174.68,326.65,100.03,150.31,168.67,118.11,1,0,0,0,0,2731.0,-36
0,126.6,335.32,154.56,325.87,196.57,151.22,279.83,255.07,1,0,0,0,0,2731.0,-7
1,37.08,55.83,193.6,340.14,0.0,142.14,62.49,152.65,1,0,0,0,0,20362.0,90
2,149.64,286.91,99.76,256.75,142.46,164.57,138.16,148.35,1,0,0,0,0,2017.0,-8
0,93.08,194.57,138.0,311.05,104.41,154.56,137.36,148.62,1,0,0,0,0,294.0,36
2,0.0,9.89,87.02,251.48,19.78,174.35,0.0,156.95,1,0,0,0,0,237.0,87
0,167.08,331.93,151.22,348.61,205.02,255.07,152.25,95.91,1,0,0,0,0,815.0,6
1,281.14,416.2,224.53,359.41,131.23,98.41,129.6,201.24,1,0,0,0,0,2230.0,-10
0,6.07,56.92,154.56,325.87,65.61,151.22,25.08,255.07,1,0,0,0,0,27446.0,88
2,112.7,257.6,201.24,340.66,89.53,126.54,206.17,180.06,1,0,0,0,0,-113.0,24
1,267.33,603.64,150.31,293.57,362.49,118.11,400.98,206.94,1,0,0,0,0,5676.0,-68
1,131.84,334.24,224.53,380.58,279.44,174.68,0.0,150.31,1,0,0,0,0,346.0,11
1,116.76,284.12,138.0,311.05,165.75,154.56,183.57,148.62,1,0,0,0,0,288.0,8
1,152.15,303.16,279.83,517.17,136.25,132.42,156.16,275.3,1,0,0,0,0,7531.0,37
2,148.68,289.8,259.83,476.64,146.69,152.83,97.64,168.67,1,0,0,0,0,7531.0,47
1,119.46,263.18,196.57,436.18,152.15,279.83,136.25,132.42,1,0,0,0,0,7531.0,56
1,445.88,696.39,256.48,447.7,219.84,166.87,264.24,292.62,1,0,0,0,0,1930.0,-34
1,316.36,578.72,350.82,624.54,328.47,145.29,128.05,520.16,1,0,0,0,0,9406.0,6
0,286.27,547.42,126.6,335.32,265.08,196.57,290.93,279.83,1,0,0,0,0,9406.0,-34
0,176.61,321.87,210.16,515.65,148.93,315.74,116.21,145.29,1,0,0,0,0,-1720.0,41
1,167.49,323.11,162.96,374.39,170.94,263.5,153.96,153.15,1,0,0,0,0,-1720.0,16
2,204.73,322.54,151.03,370.02,142.23,202.95,59.04,302.56,1,0,0,0,0,-1720.0,19
0,327.44,552.75,210.16,515.65,240.45,315.74,189.29,145.29,1,0,0,0,0,-1645.0,-5
0,259.19,500.39,162.96,374.39,286.99,263.5,182.06,153.15,1,0,0,0,0,-1645.0,-22
1,315.56,587.05,259.83,476.64,303.62,152.83,235.39,168.67,1,0,0,0,0,-3212.0,-16
2,202.87,408.88,126.6,335.32,112.83,196.57,380.65,279.83,1,0,0,0,0,15269.0,-13
0,156.04,323.56,279.83,517.17,142.58,132.42,211.69,275.3,1,0,0,0,0,-1884.0,31
2,251.76,563.93,202.95,456.56,420.24,302.31,195.31,126.21,1,0,0,0,0,2710.0,-19
0,201.24,340.66,153.15,417.66,126.54,168.67,180.06,448.95,1,0,0,0,0,-2731.0,19
2,174.68,326.65,292.62,486.52,150.31,100.03,118.11,168.67,1,0,0,0,0,-2731.0,36
0,275.56,676.52,157.46,344.54,302.92,179.22,484.6,268.71,1,0,0,0,0,11153.0,-48
0,67.76,273.2,126.6,335.32,242.04,196.57,119.88,279.83,1,0,0,0,0,14149.0,22
1,218.61,626.45,132.42,440.7,344.74,275.3,312.65,426.67,0,0,0,0,0,38662.0,-30
0,69.08,184.91,196.57,436.18,119.2,279.83,110.08,132.42,1,0,0,0,0,-128.0,76
2,262.99,566.93,162.96,374.39,266.99,263.5,357.1,153.15,1,0,0,0,0,-638.0,-35
1,353.02,619.53,292.62,486.52,250.82,100.03,289.21,168.67,1,0,0,0,0,8997.0,-20
2,110.6,295.06,100.03,365.04,170.71,168.67,111.46,466.4,1,0,0,0,0,-2844.0,19
0,124.31,267.27,259.83,476.64,196.28,152.83,60.32,168.67,1,0,0,0,0,583.0,57
1,35.35,410.58,84.28,375.05,467.64,217.7,251.55,470.55,1,0,0,0,0,2945.0,-10
2,345.77,693.21,315.74,594.46,434.99,145.29,220.22,520.16,1,0,0,0,0,2945.0,-10
1,115.93,334.03,205.2,457.49,226.46,305.97,145.77,129.18,1,0,0,0,0,-2385.0,25
2,83.02,144.6,205.2,457.49,43.35,305.97,92.88,129.18,1,0,0,0,0,-2311.0,90
0,140.17,284.49,501.93,734.09,139.61,268.16,105.78,169.31,1,0,0,0,0,8850.0,73
2,432.93,685.17,507.35,831.04,176.21,229.89,366.71,518.31,1,0,0,0,0,3249.0,13
0,216.75,417.45,401.78,754.74,209.76,313.07,166.68,466.48,1,0,0,0,0,7114.0,52
2,321.81,587.27,466.48,733.84,333.67,282.37,146.72,148.52,1,0,0,0,0,10725.0,17
1,266.31,468.55,501.93,734.09,180.04,268.16,277.8,169.31,1,0,0,0,0,10725.0,34
0,208.39,472.7,422.28,814.57,291.28,389.18,205.44,414.48,1,0,0,0,0,10725.0,42
2,247.79,528.05,270.76,511.37,381.09,230.41,91.28,176.9,1,0,0,0,0,-794.0,-2
2,455.26,678.31,447.23,794.25,219.34,294.06,240.77,501.93,1,0,0,0,0,-794.0,16
2,156.02,560.77,282.37,528.96,508.91,213.14,436.92,266.6,1,0,0,0,0,-509.0,-7
0,316.65,713.6,466.48,733.84,439.49,282.37,398.69,148.52,1,0,0,0,0,1927.0,2
0,537.43,887.38,518.31,771.53,282.01,266.26,444.73,231.34,1,0,0,0,0,1927.0,-12
0,187.91,504.11,401.78,754.74,359.94,313.07,305.21,466.48,1,0,0,0,0,4029.0,37
1,442.11,926.8,410.22,713.43,543.9,367.87,380.09,268.48,1,0,0,0,0,12472.0,-19
2,288.27,700.09,414.49,861.93,367.05,549.63,506.77,229.89,0,0,0,0,1,8726.0,14
0,208.71,371.14,247.05,491.3,169.97,176.3,79.55,236.46,1,0,0,0,0,15468.0,27
2,619.07,1186.08,270.76,511.37,739.06,230.41,541.37,176.9,0,0,1,0,0,11777.0,-58
2,312.46,400.64,389.94,825.44,44.24,505.25,175.63,267.91,0,0,0,0,1,106514.0,55
0,162.13,543.67,368.23,837.98,447.58,537.34,305.97,280.3,0,0,0,0,0,36709.0,30
1,397.75,945.18,368.23,837.98,672.78,537.34,335.96,280.3,0,0,0,0,1,21417.0,-7
0,177.52,400.61,267.91,651.48,368.65,512.51,78.73,270.76,1,0,0,0,0,-597.0,44
2,300.78,663.1,507.35,831.04,285.27,229.89,512.47,518.31,1,0,0,0,0,1179.0,19
0,393.19,657.81,366.78,634.75,290.64,268.48,235.46,164.34,1,0,0,0,0,10316.0,-3
0,175.65,312.36,229.89,603.48,111.22,485.22,108.48,282.37,1,0,0,0,0,-1525.0,60
1,373.4,700.65,367.87,644.64,340.1,268.48,358.6,193.66,1,0,0,0,0,9309.0,-5
0,339.51,713.44,389.73,742.68,267.41,313.07,549.99,466.48,1,0,0,0,0,9309.0,3
0,314.65,548.12,420.16,774.3,132.81,315.0,378.65,410.22,1,0,0,0,0,4264.0,34
2,203.66,290.09,381.68,678.48,147.06,366.78,0.0,268.48,1,0,0,0,0,-1124.0,79
1,135.92,274.32,100.8,154.37,146.69,0.0,97.64,92.88,1,0,0,0,0,9842.0,-36
2,290.93,515.26,43.35,124.23,206.65,92.88,292.46,0.0,1,0,0,0,0,11717.0,-91
2,303.86,503.86,43.35,124.23,187.82,92.88,243.84,0.0,1,0,0,0,0,666.0,-89
1,185.44,319.68,95.52,135.42,184.1,0.0,79.38,92.88,1,0,0,0,0,2788.0,-58
0,217.18,325.2,39.95,106.29,203.15,95.52,21.5,0.0,1,0,0,0,0,-1005.0,-71
1,233.47,570.92,66.0,154.34,407.09,120.96,235.02,92.88,1,0,0,0,0,1673.0,-109
0,151.73,407.25,46.92,131.71,371.88,59.85,124.19,120.96,1,0,0,0,0,120.0,-76
1,200.46,427.08,46.92,120.01,294.77,83.02,100.73,43.35,1,0,0,0,0,533.0,-86
1,584.93,781.55,43.35,124.23,248.88,92.88,90.73,0.0,1,0,0,0,0,992.0,-124
0,148.68,289.8,304.18,589.36,146.69,309.5,97.64,253.51,1,0,0,0,0,9489.0,65
1,218.03,398.97,279.35,535.54,215.33,246.34,112.37,320.12,1,0,0,0,0,7753.0,17
0,129.07,545.39,323.18,580.44,502.51,234.3,433.83,254.44,1,0,0,0,0,130.0,8
1,150.7,380.76,184.9,470.61,271.82,295.67,188.02,263.43,1,0,0,0,0,313.0,17
1,272.07,660.67,300.42,557.42,457.3,228.16,377.24,302.6,1,0,0,0,0,2566.0,-15
1,316.65,713.6,442.5,705.98,439.49,292.03,398.69,282.08,1,0,0,0,0,2566.0,-2
2,299.13,580.21,258.64,623.92,321.31,442.5,256.79,292.03,1,0,0,0,0,-1254.0,11
1,439.38,751.45,271.93,551.51,313.36,243.1,315.56,320.45,1,0,0,0,0,-1254.0,-31
1,145.24,322.32,234.54,484.33,162.47,217.6,185.44,206.39,1,0,0,0,0,2435.0,34
2,235.31,407.09,303.06,582.24,101.8,300.42,269.43,228.16,1,0,0,0,0,6573.0,25
0,444.24,728.87,292.03,553.79,242.98,229.19,316.86,249.75,0,0,0,0,0,17991.0,-24
0,442.11,926.8,303.06,582.24,543.9,300.42,380.09,228.16,1,0,0,0,0,13111.0,-36
1,233.69,636.04,175.95,475.54,302.92,228.79,506.31,398.48,1,0,0,0,0,13111.0,-19
0,149.87,329.1,206.39,540.45,230.73,397.21,122.12,292.03,1,0,0,0,0,-867.0,41
2,210.16,515.65,258.64,623.92,315.74,442.5,145.29,292.03,1,0,0,0,0,1958.0,18
2,351.41,665.16,442.5,705.98,388.52,292.03,246.66,282.08,1,0,0,0,0,1320.0,3
0,504.72,795.13,217.6,500.95,219.41,206.39,343.35,395.33,1,0,0,0,0,1320.0,-38
2,364.52,833.28,442.5,705.98,431.97,292.03,535.56,282.08,1,0,0,0,0,1818.0,-11
0,330.55,684.76,175.95,475.54,286.02,228.79,508.22,398.48,1,0,0,0,0,1818.0,-25
2,323.85,631.91,246.34,521.01,278.38,320.12,417.78,184.9,1,0,0,0,0,10955.0,-23
2,211.88,337.43,258.64,623.92,111.22,442.5,101.48,292.03,1,0,0,0,0,-886.0,54
1,466.48,733.84,442.5,705.98,282.37,292.03,148.52,282.08,1,0,0,0,0,639.0,-4
1,410.22,713.43,303.06,582.24,367.87,300.42,268.48,228.16,1,0,0,0,0,639.0,-17
2,267.41,710.98,258.64,623.92,549.99,442.5,340.22,292.03,1,0,0,0,0,9948.0,-9
1,301.49,662.43,261.95,549.24,361.8,303.06,373.4,300.42,1,0,0,0,0,9948.0,-19
0,308.55,558.71,309.5,551.64,257.25,253.51,295.27,271.92,1,0,0,0,0,-427.0,-3
1,238.81,301.89,228.79,573.37,78.84,398.48,55.94,328.25,1,0,0,0,0,7843.0,62
0,125.22,265.08,163.7,273.13,162.27,121.97,97.78,72.24,1,0,0,0,0,10720.0,4
1,287.73,490.55,200.08,320.61,182.06,90.81,215.43,139.07,1,0,0,0,0,1544.0,-39
2,220.07,470.95,105.9,215.88,217.63,85.43,327.44,163.7,1,0,0,0,0,1544.0,-64
1,315.56,587.05,200.08,320.61,303.62,90.81,235.39,139.07,1,0,0,0,0,-23.0,-52
2,175.2,452.54,67.45,238.68,374.0,231.99,98.78,112.05,1,0,0,0,0,18458.0,-47
1,195.76,315.47,185.73,302.08,18.22,90.81,234.3,139.07,1,0,0,0,0,1305.0,-5
1,227.74,368.84,70.69,215.37,86.55,133.87,82.82,213.76,1,0,0,0,0,17338.0,-34
2,0.0,35.99,110.62,224.6,40.59,70.69,34.4,133.87,1,0,0,0,0,20820.0,64
0,69.66,226.39,70.69,215.37,203.95,133.87,90.3,213.76,1,0,0,0,0,2475.0,-3
1,14.28,156.73,85.43,214.6,116.58,163.7,201.94,110.62,1,0,0,0,0,2475.0,18
2,97.26,171.6,105.9,215.88,0.0,85.43,223.13,163.7,1,0,0,0,0,695.0,14
2,156.06,296.24,78.44,220.97,131.12,133.87,189.85,177.59,1,0,0,0,0,2688.0,-20
2,131.23,273.99,200.08,320.61,129.6,90.81,152.85,139.07,1,0,0,0,0,2688.0,18
1,100.3,300.29,105.9,215.88,225.29,85.43,204.73,163.7,1,0,0,0,0,2688.0,-27
0,34.9,67.46,185.73,302.08,65.11,90.81,0.0,139.07,1,0,0,0,0,27904.0,71
1,584.93,781.55,72.25,194.38,248.88,78.44,90.73,133.87,1,0,0,0,0,1870.0,-98
0,0.0,4.3,72.25,194.38,0.0,78.44,0.0,133.87,1,0,0,0,0,2759.0,73
2,119.46,263.18,242.04,390.88,152.15,119.88,136.25,242.32,1,0,0,0,0,-6618.0,48
2,322.64,552.83,157.39,313.79,220.15,227.74,282.51,86.55,1,0,0,0,0,-4743.0,-45
1,265.08,529.04,242.04,390.88,290.93,119.88,206.65,242.32,1,0,0,0,0,-4743.0,-19
1,286.27,547.42,67.76,273.2,265.08,242.04,290.93,119.88,1,0,0,0,0,-4743.0,-56
0,147.48,294.68,41.93,175.88,169.96,75.86,168.06,215.11,1,0,0,0,0,-15869.0,-38
2,136.13,286.55,60.69,194.63,169.96,75.86,171.18,215.11,1,0,0,0,0,-15869.0,-29
1,219.34,486.4,241.07,378.04,240.77,80.72,205.72,208.71,1,0,0,0,0,-16262.0,-17
1,267.52,552.32,170.18,326.64,179.23,160.85,293.75,200.45,1,0,0,0,0,-15977.0,-42
1,303.86,503.86,119.88,284.54,187.82,242.32,243.84,88.42,1,0,0,0,0,-15794.0,-40
1,437.06,728.3,67.76,273.2,291.01,242.04,382.36,119.88,1,0,0,0,0,-17361.0,-82
2,211.72,384.15,20.4,185.4,94.58,163.55,233.38,170.18,1,0,0,0,0,1120.0,-55
2,70.69,215.37,227.74,368.84,133.87,86.55,213.76,82.82,1,0,0,0,0,-17338.0,34
2,110.61,268.71,60.69,194.63,127.23,75.86,168.61,215.11,1,0,0,0,0,-16974.0,-23
2,119.2,226.31,119.88,284.54,110.08,242.32,116.04,88.42,1,0,0,0,0,-14277.0,11
1,14.28,156.73,102.85,298.37,116.58,206.91,201.94,166.62,1,0,0,0,0,-14863.0,41
2,187.79,376.92,159.85,332.38,163.33,177.09,252.35,90.55,1,0,0,0,0,-11333.0,-20
0,125.5,220.62,60.69,194.63,44.47,75.86,114.11,215.11,1,0,0,0,0,-11333.0,-4
1,85.64,119.44,206.91,370.29,64.16,163.73,0.0,217.15,1,0,0,0,0,-16586.0,81
2,161.68,199.05,159.85,332.38,0.0,177.09,37.98,90.55,1,0,0,0,0,-16340.0,37
1,250.82,513.05,208.71,356.46,289.21,170.88,271.69,84.18,1,0,0,0,0,-5152.0,-30
1,366.78,634.75,160.85,322.92,268.48,200.45,164.34,79.5,1,0,0,0,0,-15468.0,-61
1,312.96,616.59,208.71,371.14,287.01,169.97,353.74,79.55,1,0,0,0,0,-6159.0,-44
0,40.16,239.94,60.69,194.63,242.73,75.86,220.71,215.11,1,0,0,0,0,-8264.0,-11
1,147.06,156.27,157.39,313.79,0.0,227.74,0.0,86.55,1,0,0,0,0,-16592.0,46
0,0.0,7.57,134.23,305.21,0.0,196.59,0.0,186.13,1,0,0,0,0,-16712.0,91
1,212.57,345.2,207.19,361.43,119.46,238.81,152.15,78.84,1,0,0,0,0,1646.0,4
1,255.89,581.66,208.29,258.4,294.09,80.04,429.96,16.46,1,0,0,0,0,-3955.0,-71
1,265.08,529.04,238.81,301.89,290.93,78.84,206.65,55.94,1,0,0,0,0,3521.0,-49
2,190.71,302.8,238.81,301.89,63.75,78.84,152.53,55.94,1,0,0,0,0,-7605.0,-2
1,243.93,522.54,90.97,113.03,398.8,10.32,156.95,34.4,1,0,0,0,0,-7998.0,-100
1,123.68,285.6,231.9,344.47,196.99,155.82,161.43,97.44,1,0,0,0,0,-8710.0,24
2,196.57,436.18,238.81,301.89,279.83,78.84,132.42,55.94,1,0,0,0,0,-5885.0,-38
0,121.82,181.61,12.04,40.01,57.46,34.4,103.54,35.89,1,0,0,0,0,-6013.0,-45
2,121.82,181.61,12.04,40.01,57.46,34.4,103.54,35.89,1,0,0,0,0,-6013.0,-45
0,152.8,241.88,60.99,96.84,82.6,35.26,90.25,34.4,1,0,0,0,0,-6013.0,-55
1,81.1,172.26,40.16,239.94,77.07,242.73,76.7,220.71,1,0,0,0,0,-6013.0,19
0,188.28,303.64,60.99,96.84,69.66,35.26,203.95,34.4,1,0,0,0,0,-6599.0,-69
1,182.75,374.42,78.84,121.43,159.23,55.94,191.4,34.4,1,0,0,0,0,-3069.0,-74
1,198.23,484.29,35.26,64.3,269.75,34.4,408.5,39.47,1,0,0,0,0,-8091.0,-107
0,75.4,289.08,40.16,239.94,277.31,242.73,177.05,220.71,1,0,0,0,0,-6386.0,-20
2,7.08,43.33,39.83,226.55,45.54,208.85,27.92,226.88,1,0,0,0,0,18830.0,58
2,98.18,236.13,207.19,361.43,163.94,238.81,119.74,78.84,1,0,0,0,0,-8729.0,40
0,398.48,673.37,78.84,121.43,328.25,55.94,179.31,34.4,1,0,0,0,0,-7843.0,-117
2,147.06,156.27,60.99,96.84,0.0,35.26,0.0,34.4,1,0,0,0,0,-8328.0,-26
0,0.0,4.3,169.27,224.1,0.0,93.38,0.0,27.14,1,0,0,0,0,-6315.0,71
2,212.57,345.2,97.92,190.24,119.46,69.08,152.15,119.2,1,0,0,0,0,7659.0,-46
1,127.24,302.37,89.21,192.83,216.01,101.24,125.22,65.57,1,0,0,0,0,7659.0,-33
2,265.08,529.04,69.08,184.91,290.93,119.2,206.65,110.08,1,0,0,0,0,9534.0,-87
1,168.11,312.61,59.89,200.63,156.16,185.13,111.86,106.94,1,0,0,0,0,-1592.0,-31
1,205.72,492.72,234.65,301.57,424.77,80.91,56.87,88.21,1,0,0,0,0,-1985.0,-47
1,275.64,486.92,170.6,265.69,175.91,114.65,334.26,78.17,1,0,0,0,0,15397.0,-51
1,156.04,323.56,119.2,226.31,142.58,110.08,211.69,116.04,1,0,0,0,0,-1756.0,-23
1,160.37,333.61,101.24,205.05,152.82,65.57,257.39,166.69,1,0,0,0,0,-2603.0,-36
1,302.92,781.42,93.01,214.48,484.6,69.79,520.59,234.65,1,0,0,0,0,11281.0,-114
1,242.32,375.0,110.08,193.99,88.42,116.04,71.26,86.29,1,0,0,0,0,14277.0,-47
1,166.62,316.39,166.69,257.18,210.37,105.1,81.84,57.46,1,0,0,0,0,14277.0,-14
1,215.11,379.44,82.45,201.68,157.39,152.8,227.74,82.6,1,0,0,0,0,14277.0,-57
1,26.07,172.89,89.21,192.83,102.85,101.24,206.91,65.57,1,0,0,0,0,14277.0,5
0,145.14,319.92,69.08,184.91,230.35,119.2,91.2,110.08,1,0,0,0,0,-2697.0,-48
2,91.91,270.51,91.28,188.82,163.63,90.81,211.0,60.05,1,0,0,0,0,-2697.0,-29
2,73.95,192.79,97.92,190.24,149.43,69.08,69.89,119.2,1,0,0,0,0,-586.0,-1
2,143.23,286.8,99.24,204.08,197.81,93.01,56.82,107.74,1,0,0,0,0,-586.0,-24
1,106.12,312.4,185.13,277.05,181.7,106.94,228.5,80.45,1,0,0,0,0,2944.0,-14
0,114.11,292.4,69.08,184.91,182.75,119.2,159.23,110.08,1,0,0,0,0,2944.0,-32
1,53.15,234.47,82.6,158.79,196.2,90.25,252.46,103.54,1,0,0,0,0,-3002.0,-22
2,13.77,48.43,59.89,200.63,64.16,185.13,8.6,106.94,1,0,0,0,0,-2309.0,53
2,207.64,339.48,140.67,213.05,123.18,87.15,178.76,96.02,1,0,0,0,0,-373.0,-36
1,27.92,56.46,65.57,185.78,25.5,144.35,52.63,121.82,1,0,0,0,0,24843.0,38
1,430.04,710.08,202.43,374.32,273.06,216.29,246.4,125.13,1,0,0,0,0,3814.0,-56
1,242.82,557.93,202.43,374.32,324.89,216.29,294.02,125.13,1,0,0,0,0,7679.0,-34
