home_win,attack_diff,bup_dribbling_diff,bup_passing_diff,bup_speed_diff,cc_crossing_diff,cc_passing_diff,cc_shooting_diff,d_aggresion_diff,d_pressure_diff,d_width_diff,defence_diff,full_age_diff,goalkeeeper_overall_diff,growth_diff,midfield_diff,overall_diff,prestige_diff,start_age_diff,value_euros_millions_diff,wage_euros_thousands_diff,attack_home_defence_away_diff,attack_away_defence_home_diff,cur_year_avg_weighted_diff,cur_year_avg_diff,last_year_avg_weighted_diff,last_year_avg_diff,previous_points_diff,rank_change_diff,rank_diff,three_year_ago_avg_diff,three_year_ago_weighted_diff,total_points_diff,two_year_ago_avg_diff,two_year_ago_weighted_diff
1,12.0,-75.0,-32.0,-36.0,-19.0,-38.0,-6.0,-20.0,2.0,-15.0,4.0,1.5499999999999972,9.0,-1.7399999999999998,6.0,8.0,14.0,2.8099999999999987,-0.0,-0.0,14.0,-2.0,110.69,110.69,177.08,354.1600000000001,378.0,-4.0,-29.0,111.04000000000002,22.210000000000008,357.9100000000001,159.78999999999996,47.93000000000001
2,5.0,-0.0,2.0,-37.0,-8.0,-16.0,14.0,18.0,-1.0,8.0,-6.0,0.35999999999999943,-8.0,-0.52,1.0,-0.0,-2.0,0.7199999999999989,-0.0,-0.0,4.0,5.0,-2.25,-2.25,1.7200000000000273,3.4300000000000637,-190.0,3.0,3.0,-16.589999999999975,-3.319999999999993,-139.04999999999995,-450.6500000000001,-135.2
0,-7.0,-0.0,17.0,-16.0,14.0,11.0,-14.0,21.0,-15.0,16.0,-9.0,0.5199999999999996,-9.0,-1.24,-8.0,-7.0,-5.0,0.629999999999999,-0.0,-0.0,-8.0,8.0,108.0,108.0,-165.20999999999998,-330.40999999999997,-292.0,1.0,13.0,-183.44,-36.69,-265.14,-570.81,-171.23999999999998
0,-13.0,36.0,15.0,-20.0,32.0,-7.0,-15.0,13.0,-18.0,-3.0,-10.0,2.8599999999999994,1.0,-1.8800000000000001,-7.0,-10.0,-17.0,3.09,-0.0,-0.0,-14.0,9.0,-116.26999999999998,-116.26999999999998,-229.23999999999998,-458.47999999999996,-626.0,4.0,50.0,-315.49,-63.1,-582.04,-578.11,-173.42999999999998
1,13.0,-0.0,-3.0,-30.0,-14.0,-24.0,14.0,11.0,25.0,-0.0,7.0,-0.28000000000000114,-0.0,-1.12,7.0,7.0,8.0,0.2699999999999996,-0.0,-0.0,17.0,-3.0,-47.589999999999975,-47.589999999999975,129.54000000000002,259.09000000000003,57.0,2.0,-4.0,73.28999999999996,14.659999999999997,92.0100000000001,-15.330000000000041,-4.599999999999994
1,11.0,-0.0,-2.0,-25.0,-13.0,-24.0,2.0,6.0,2.0,10.0,12.0,0.03999999999999915,12.0,-1.52,12.0,11.0,10.0,1.6400000000000006,-0.0,-0.0,15.0,-8.0,142.52000000000004,142.52000000000004,250.87,501.74,614.0,-1.0,-9.0,652.05,130.41000000000003,603.6,266.0,79.79999999999998
1,1.0,-0.0,12.0,-9.0,8.0,3.0,-14.0,14.0,11.0,8.0,4.0,-0.120000000000001,-1.0,-1.84,-2.0,-0.0,5.0,0.17999999999999972,-0.0,-0.0,5.0,0.0,27.150000000000034,27.150000000000034,-83.93999999999997,-167.87999999999994,-106.0,-0.0,9.0,-66.67000000000002,-13.329999999999998,-96.08000000000004,-86.53999999999996,-25.960000000000008
1,7.0,-0.0,13.0,13.0,-0.0,-0.0,-4.0,11.0,10.0,-15.0,7.0,0.40000000000000213,1.0,-0.8000000000000003,1.0,3.0,2.0,0.5500000000000007,-0.0,-0.0,11.0,-3.0,184.73000000000002,184.73000000000002,131.84000000000003,263.69000000000005,252.0,2.0,-12.0,-15.860000000000014,-3.1700000000000017,288.3399999999999,-83.53000000000003,-25.060000000000002
1,1.0,76.0,8.0,-13.0,26.0,-8.0,-12.0,32.0,23.0,-4.0,2.0,1.6000000000000014,-0.0,-2.5495652173913044,-0.0,-3.0,-6.0,4.550000000000001,1.5304347826086957,4.913043478260869,5.0,2.0,-112.63000000000005,-112.63000000000005,-35.610000000000014,-71.24000000000001,-175.0,-4.0,15.0,44.67999999999995,8.939999999999998,-198.03999999999996,-195.78999999999996,-58.739999999999995
2,20.0,-52.0,-13.0,-18.0,-36.0,-12.0,4.0,22.0,13.0,-14.0,12.0,1.3399999999999999,11.0,-1.8313043478260869,13.0,16.0,17.0,1.1799999999999997,-0.275,-0.8695652173913043,22.0,-10.0,305.32,305.32,376.34000000000003,752.6800000000001,612.0,34.0,-105.0,42.96999999999997,8.58999999999999,757.4300000000001,223.93,67.18
2,2.0,-52.0,-1.0,-0.0,-22.0,-18.0,1.0,12.0,8.0,-2.0,1.0,0.860000000000003,7.0,-0.3913043478260869,2.0,3.0,5.0,1.6400000000000006,-0.275,-0.8695652173913043,4.0,1.0,357.24,357.24,139.18000000000004,278.37000000000006,407.0,4.0,-59.0,-68.6,-13.719999999999999,425.96000000000004,-189.14,-56.739999999999995
1,9.0,-12.0,19.0,22.0,-32.0,-3.0,6.0,-13.0,-18.0,-33.0,7.0,-0.6499999999999986,7.0,1.2608695652173916,4.0,6.0,1.0,-0.8200000000000003,3.84891304347826,8.869565217391305,11.0,-5.0,275.29,275.29,81.47999999999999,162.95999999999998,186.0,41.0,-75.0,-121.33000000000001,-24.270000000000003,359.52000000000004,90.08000000000004,27.02000000000001
1,14.0,-52.0,3.0,25.0,-22.0,12.0,-14.0,22.0,-2.0,-29.0,12.0,2.020000000000003,12.0,-1.511304347826087,7.0,12.0,11.0,1.4600000000000009,-0.275,-0.8695652173913043,16.0,-10.0,483.76000000000005,483.76000000000005,228.86999999999998,457.73999999999995,794.0,-3.0,-77.0,181.15000000000003,36.22999999999999,772.55,78.98000000000002,23.690000000000012
0,-15.0,-0.0,5.0,-9.0,-4.0,1.0,-18.0,-17.0,5.0,-6.0,-14.0,-1.5199999999999996,-4.0,1.48,-14.0,-14.0,-7.0,-0.8099999999999987,-0.0,-0.0,-14.0,15.0,-318.49000000000007,-318.49000000000007,-212.45,-424.90999999999997,-548.0,-5.0,47.0,101.77999999999997,20.360000000000014,-591.3100000000001,-269.11,-80.72999999999999
0,-14.0,-49.0,-14.0,-18.0,14.0,-11.0,-34.0,-23.0,4.0,-12.0,-5.0,0.6899999999999977,4.0,-2.3060869565217375,-4.0,-4.0,6.0,1.0,-7.335869565217393,-46.95652173913044,-5.0,14.0,73.75999999999996,73.75999999999996,-25.889999999999993,-51.77999999999999,335.0,-31.0,-35.0,346.92999999999995,69.38999999999999,183.84000000000003,221.95000000000002,66.58000000000001
1,1.0,-49.0,-19.0,-9.0,18.0,-12.0,-16.0,-6.0,-1.0,-6.0,9.0,2.2099999999999973,8.0,-3.7860869565217374,10.0,10.0,13.0,1.8099999999999987,-7.335869565217393,-46.95652173913044,10.0,0.0,537.45,537.45,232.81,465.63,873.0,7.0,-113.0,129.85000000000002,25.96999999999999,926.1300000000001,433.0,129.89999999999998
1,2.0,-36.0,-2.0,1.0,-26.0,15.0,11.0,5.0,-8.0,-4.0,-10.0,-1.379999999999999,-22.0,1.5999999999999999,-2.0,-2.0,4.0,-0.370000000000001,-0.0,-0.0,-2.0,6.0,-50.640000000000015,-50.640000000000015,1.9699999999999989,3.930000000000007,-53.0,5.0,6.0,111.87000000000003,22.37,-39.11999999999995,-42.73999999999995,-12.819999999999993
1,-1.0,-5.0,-2.0,-0.0,-45.0,-13.0,8.0,21.0,31.0,22.0,-5.0,-1.5999999999999979,-18.0,1.9000000000000001,-5.0,-4.0,-2.0,-1.2800000000000011,-0.0,-0.0,-5.0,1.0,63.18000000000001,63.18000000000001,85.32,170.64,15.0,5.0,-9.0,-149.95999999999998,-29.989999999999995,56.809999999999945,-205.68,-61.7
0,3.0,-36.0,13.0,-14.0,-26.0,15.0,-4.0,-15.0,-8.0,11.0,-4.0,-3.4599999999999973,-5.0,3.16,-1.0,1.0,9.0,-0.8200000000000003,-0.0,-0.0,-1.0,0.0,92.67000000000002,92.67000000000002,116.66,233.31,246.0,6.0,-32.0,154.33,30.87,261.1400000000001,69.80000000000007,20.939999999999998
0,7.0,4.0,19.0,23.0,-36.0,-0.0,31.0,-30.0,-14.0,-8.0,-1.0,-4.489999999999998,-13.0,4.452173913043478,-1.0,-0.0,-1.0,-4.370000000000001,4.12391304347826,9.73913043478261,3.0,-3.0,161.09,161.09,44.32999999999999,88.64999999999999,158.0,1.0,-26.0,-134.77,-26.950000000000003,165.89999999999998,-41.879999999999995,-12.569999999999993
1,2.0,-0.0,-1.0,-0.0,-0.0,30.0,-15.0,10.0,-20.0,-27.0,-3.0,1.5999999999999979,-9.0,-1.2000000000000002,1.0,1.0,1.0,1.5399999999999991,-0.0,-0.0,5.0,6.0,-176.25,-176.25,-81.69,-163.39,-243.0,14.0,20.0,254.97000000000003,50.99,-166.29999999999995,135.51999999999998,40.650000000000006
2,-2.0,52.0,1.0,-0.0,22.0,18.0,-1.0,-12.0,-8.0,2.0,-1.0,-0.860000000000003,-7.0,0.3913043478260869,-2.0,-3.0,-5.0,-1.6400000000000006,0.275,0.8695652173913043,1.0,4.0,-357.24,-357.24,-139.18000000000004,-278.37000000000006,-407.0,-4.0,59.0,68.6,13.719999999999999,-425.96000000000004,189.14,56.739999999999995
1,5.0,-0.0,-9.0,12.0,-0.0,30.0,-11.0,-1.0,-20.0,-12.0,4.0,0.759999999999998,4.0,-0.31999999999999984,4.0,6.0,4.0,-0.7300000000000004,-0.0,-0.0,8.0,-1.0,-5.350000000000023,-5.350000000000023,82.94,165.88,154.0,6.0,-21.0,136.40000000000003,27.28,208.35000000000002,344.94,103.47999999999999
0,-15.0,-0.0,24.0,27.0,8.0,-20.0,-13.0,-19.0,-9.0,-2.0,-7.0,-0.6799999999999997,-22.0,0.7599999999999998,-12.0,-13.0,-11.0,-1.2800000000000011,-0.0,-0.0,-8.0,14.0,-610.27,-610.27,-331.67,-663.35,-1123.0,-5.0,78.0,-393.66999999999996,-78.72999999999999,-1180.5400000000002,-532.9,-159.87
1,1.0,-0.0,6.0,30.0,3.0,-19.0,-3.0,-2.0,2.0,-1.0,6.0,-1.6799999999999997,1.0,-0.3200000000000003,-0.0,1.0,2.0,-3.460000000000001,-0.0,-0.0,8.0,1.0,41.41000000000008,41.41000000000008,-46.51000000000005,-93.0100000000001,-281.0,-0.0,1.0,64.95999999999992,12.990000000000009,-72.93999999999983,-269.41999999999996,-80.82999999999998
1,-5.0,-0.0,-2.0,20.0,-6.0,-34.0,2.0,10.0,-0.0,14.0,-1.0,1.0799999999999983,-7.0,-0.0,-6.0,-6.0,-6.0,0.4499999999999993,-0.0,-0.0,2.0,8.0,-306.61999999999995,-306.61999999999995,-286.15999999999997,-572.31,-707.0,-6.0,23.0,-255.12,-51.02999999999999,-778.42,-448.70000000000005,-134.61
0,-10.0,-0.0,26.0,7.0,14.0,14.0,-15.0,-29.0,-9.0,-16.0,-6.0,-1.759999999999998,-15.0,0.7599999999999998,-6.0,-7.0,-5.0,-1.7300000000000004,-0.0,-0.0,-7.0,9.0,-189.32,-189.32,-71.22,-142.44,-473.0,14.0,47.0,-74.87,-14.970000000000006,-321.14,-152.10999999999999,-45.63
1,-6.0,-0.0,21.0,3.0,28.0,5.0,-25.0,-16.0,-10.0,-20.0,-7.0,-1.1199999999999974,-9.0,0.23999999999999977,-5.0,-5.0,-4.0,-0.4499999999999993,-0.0,-0.0,-3.0,10.0,-175.78999999999996,-175.78999999999996,-116.83,-233.65,-281.0,1.0,27.0,1.1100000000000136,0.21999999999999886,-276.0,54.650000000000034,16.400000000000006
1,-3.0,-0.0,18.0,16.0,12.0,5.0,-19.0,-15.0,5.0,-4.0,-0.0,-0.7199999999999989,-3.0,-0.0,-2.0,-1.0,1.0,-0.9100000000000001,-0.0,-0.0,0.0,3.0,10.289999999999964,10.289999999999964,20.049999999999983,40.099999999999966,101.0,-4.0,-4.0,46.5,9.300000000000011,75.27999999999997,118.80000000000001,35.64
1,7.0,-0.0,17.0,14.0,28.0,18.0,-17.0,-12.0,1.0,-15.0,9.0,-0.16000000000000014,5.0,-1.08,7.0,8.0,6.0,-0.7300000000000004,-0.0,-0.0,10.0,-6.0,-113.29000000000002,-113.29000000000002,167.96,335.92,297.0,-10.0,-7.0,117.54000000000002,23.510000000000005,145.63999999999987,224.87999999999994,67.46
1,9.0,-0.0,-13.0,22.0,11.0,10.0,14.0,10.0,10.0,3.0,8.0,-1.120000000000001,14.0,-0.48,13.0,11.0,9.0,-2.09,-0.0,-0.0,10.0,-7.0,416.98,416.98,283.44,566.89,826.0,2.0,-65.0,512.57,102.52,857.7299999999999,182.63,54.790000000000006
1,-0.0,-0.0,17.0,18.0,33.0,27.0,21.0,33.0,21.0,12.0,-2.0,0.3999999999999986,6.0,2.72,3.0,3.0,4.0,-0.4499999999999993,-0.0,-0.0,1.0,3.0,22.360000000000014,22.360000000000014,-4.100000000000023,-8.180000000000007,89.0,-3.0,-14.0,237.3,47.46,93.07000000000005,91.18,27.349999999999994
1,5.0,-0.0,-13.0,11.0,-9.0,-8.0,17.0,5.0,-4.0,3.0,2.0,0.35999999999999943,12.0,-1.8399999999999999,7.0,5.0,9.0,-0.2699999999999996,-0.0,-0.0,4.0,-3.0,88.71000000000004,88.71000000000004,302.94000000000005,605.8900000000001,655.0,-3.0,-31.0,298.98,59.78999999999999,560.59,363.85,109.14999999999999
2,5.0,-0.0,-17.0,-0.0,-5.0,-7.0,6.0,4.0,-12.0,4.0,4.0,1.9199999999999982,11.0,-2.0399999999999996,6.0,4.0,8.0,2.5500000000000007,-0.0,-0.0,4.0,-5.0,93.5,93.5,71.16,142.31,227.0,-0.0,-22.0,102.63000000000005,20.519999999999996,283.37,327.27,98.19
2,4.0,-0.0,-5.0,-4.0,14.0,-9.0,-10.0,13.0,-1.0,-4.0,-1.0,0.6400000000000006,6.0,-0.52,1.0,2.0,1.0,1.2800000000000011,-0.0,-0.0,3.0,0.0,241.8,241.8,9.170000000000016,18.33000000000004,197.0,11.0,-45.0,-55.76000000000002,-11.149999999999999,282.49,142.25000000000003,42.669999999999995
1,7.0,-0.0,-8.0,9.0,-2.0,-9.0,-4.0,14.0,14.0,12.0,6.0,1.0399999999999991,12.0,-0.7599999999999998,4.0,6.0,6.0,0.8200000000000003,-0.0,-0.0,6.0,-7.0,363.53,363.53,148.13,296.26,422.0,13.0,-68.0,132.09999999999997,26.42000000000001,592.33,180.85000000000002,54.25
2,-3.0,-0.0,10.0,29.0,-2.0,45.0,-7.0,3.0,18.0,-0.0,-4.0,-0.8399999999999999,-6.0,2.12,-4.0,-3.0,1.0,-0.19000000000000128,-0.0,-0.0,1.0,8.0,162.40999999999997,162.40999999999997,87.94000000000001,175.88000000000002,247.0,4.0,-36.0,-48.849999999999994,-9.770000000000003,253.81000000000006,44.089999999999975,13.230000000000004
2,11.0,-0.0,-13.0,-12.0,-0.0,30.0,34.0,4.0,-5.0,-0.0,-1.0,1.5599999999999987,7.0,-2.4799999999999995,8.0,7.0,6.0,3.1900000000000013,-0.0,-0.0,6.0,-4.0,100.79999999999995,100.79999999999995,317.53000000000003,635.0400000000001,685.0,-0.0,-16.0,246.57000000000005,49.31999999999999,505.16999999999996,125.07999999999993,37.52000000000001
1,12.0,49.0,21.0,31.0,4.0,26.0,35.0,8.0,-3.0,5.0,-2.0,0.2699999999999996,-3.0,0.22608695652173783,-1.0,-1.0,-7.0,1.1000000000000014,7.335869565217393,46.95652173913044,7.0,-3.0,-217.60999999999999,-217.60999999999999,-123.80000000000001,-247.59000000000003,-506.0,15.0,72.0,-20.620000000000005,-4.119999999999997,-511.71000000000004,-553.96,-166.18
0,-8.0,-32.0,4.0,10.0,13.0,-6.0,18.0,-6.0,-4.0,21.0,-6.0,0.23000000000000043,-1.0,-0.07500000000000018,-11.0,-6.0,-1.0,-1.0,-0.0,-0.0,-9.0,5.0,-9.899999999999977,-9.899999999999977,-181.1,-362.19,-300.0,5.0,30.0,-7.029999999999973,-1.4099999999999966,-239.76999999999998,-157.86,-47.360000000000014
1,-2.0,-32.0,-2.0,20.0,35.0,14.0,-1.0,3.0,-2.0,24.0,-8.0,1.1099999999999994,5.0,0.2849999999999997,-8.0,-4.0,4.0,-0.0,-0.0,-0.0,-3.0,7.0,-114.07999999999998,-114.07999999999998,57.58000000000001,115.17000000000002,32.0,-18.0,12.0,-5.569999999999993,-1.1199999999999974,-122.81000000000006,-217.27999999999997,-65.19000000000001
1,-0.0,-32.0,2.0,3.0,26.0,12.0,-4.0,2.0,2.0,14.0,-2.0,0.7899999999999991,2.0,-1.635,-7.0,-2.0,9.0,0.2699999999999996,-0.0,-0.0,-1.0,1.0,43.19999999999999,43.19999999999999,-32.079999999999984,-64.16999999999996,11.0,-0.0,-1.0,-14.110000000000014,-2.8200000000000074,5.8700000000000045,-8.129999999999939,-2.4299999999999784
1,-0.0,-49.0,8.0,18.0,3.0,1.0,28.0,-0.0,-14.0,18.0,2.0,-1.9000000000000021,-1.0,0.4347826086956519,1.0,3.0,6.0,-2.460000000000001,-2.9380434782608686,-14.0,4.0,2.0,501.17,501.17,139.79000000000002,279.57,728.0,3.0,-112.0,123.21000000000001,24.640000000000008,710.81,150.69,45.209999999999994
1,8.0,-49.0,-20.0,-3.0,3.0,-39.0,15.0,-0.0,-0.0,30.0,9.0,-1.9000000000000021,11.0,-0.1652173913043482,7.0,10.0,13.0,-4.91,-2.9380434782608686,-14.0,12.0,-5.0,466.88,466.88,237.08,474.16,828.0,-15.0,-101.0,375.5,75.10000000000001,842.25,210.65000000000003,63.190000000000005
0,-7.0,-45.0,-0.0,-0.0,-45.0,-20.0,5.0,-5.0,16.0,15.0,-4.0,-0.9800000000000004,-9.0,1.9695652173913045,-6.0,-4.0,-3.0,-3.1900000000000013,-1.5304347826086957,-4.913043478260869,-4.0,7.0,21.319999999999993,21.319999999999993,-196.34,-392.68,-317.0,2.0,37.0,-281.69,-56.34,-283.01,-172.18,-51.64999999999999
1,-6.0,-76.0,1.0,1.0,-26.0,-22.0,23.0,-31.0,-3.0,16.0,-6.0,-2.3599999999999994,-4.0,2.8695652173913047,-4.0,-3.0,2.0,-3.8200000000000003,-1.5304347826086957,-4.913043478260869,-3.0,9.0,73.83000000000004,73.83000000000004,-2.1899999999999977,-4.389999999999986,-1.0,-10.0,11.0,-266.92,-53.39,-101.07000000000005,-397.75999999999993,-119.32
1,-1.0,-76.0,-8.0,13.0,-26.0,8.0,12.0,-32.0,-23.0,4.0,-2.0,-1.6000000000000014,-0.0,2.5495652173913044,-0.0,3.0,6.0,-4.550000000000001,-1.5304347826086957,-4.913043478260869,2.0,5.0,106.30999999999995,106.30999999999995,43.579999999999984,87.14999999999998,107.0,2.0,-12.0,-144.36999999999995,-28.88000000000001,156.36,117.82000000000005,35.349999999999994
1,-1.0,-76.0,-8.0,13.0,-26.0,8.0,12.0,-32.0,-23.0,4.0,-2.0,-1.6000000000000014,-0.0,2.5495652173913044,-0.0,3.0,6.0,-4.550000000000001,-1.5304347826086957,-4.913043478260869,2.0,5.0,90.27999999999997,90.27999999999997,35.610000000000014,71.24000000000001,156.0,-1.0,-11.0,-44.67999999999995,-8.939999999999998,175.69000000000005,195.78999999999996,58.739999999999995
0,-4.0,31.0,-15.0,14.0,-19.0,-28.0,12.0,36.0,39.0,11.0,-1.0,1.8599999999999994,-13.0,-1.2600000000000002,-4.0,-5.0,-11.0,-0.46000000000000085,-0.0,-0.0,-1.0,4.0,74.95000000000005,74.95000000000005,-54.10000000000001,-108.19000000000003,-132.0,1.0,14.0,-228.77,-45.74999999999999,-120.42000000000007,-318.41999999999996,-95.52
0,1.0,-0.0,-15.0,35.0,17.0,5.0,8.0,24.0,7.0,18.0,-1.0,1.4399999999999977,-2.0,-0.6000000000000005,-1.0,-0.0,-2.0,-1.9100000000000001,-0.0,-0.0,4.0,4.0,11.580000000000041,11.580000000000041,133.69,267.38,-9.0,9.0,-7.0,-38.309999999999945,-7.6699999999999875,67.52999999999997,-233.54999999999995,-70.07000000000001
1,5.0,-0.0,-12.0,13.0,7.0,-9.0,11.0,7.0,13.0,-2.0,9.0,-1.0,-7.0,0.27999999999999936,3.0,5.0,-2.0,-3.460000000000001,-0.0,-0.0,8.0,-6.0,62.589999999999975,62.589999999999975,-57.22,-114.43,-86.0,-2.0,9.0,-48.68000000000001,-9.740000000000002,-116.92000000000007,-375.18,-112.55
1,10.0,-0.0,-29.0,13.0,2.0,-16.0,17.0,11.0,1.0,2.0,13.0,0.9199999999999982,4.0,-1.7600000000000002,9.0,9.0,6.0,-0.9100000000000001,-0.0,-0.0,13.0,-10.0,224.61,224.61,49.89999999999998,99.79999999999995,215.0,-0.0,-19.0,-15.619999999999948,-3.1299999999999955,233.35000000000002,-126.77999999999997,-38.03
2,-1.0,-0.0,-7.0,-16.0,-6.0,-35.0,12.0,-13.0,-3.0,-7.0,-4.0,-1.3599999999999994,3.0,2.16,1.0,-2.0,-4.0,-0.7199999999999989,-0.0,-0.0,0.0,5.0,-223.68000000000004,-223.68000000000004,-124.11000000000001,-248.22000000000003,-394.0,4.0,45.0,31.060000000000002,6.210000000000001,-365.65,-80.25,-24.070000000000007
2,-8.0,-0.0,7.0,-22.0,4.0,-15.0,-11.0,-2.0,-1.0,-0.0,-10.0,0.3999999999999986,-7.0,1.2000000000000002,-9.0,-10.0,-8.0,1.370000000000001,-0.0,-0.0,-6.0,12.0,-367.2900000000001,-367.2900000000001,-351.97,-703.94,-831.0,4.0,62.0,-352.40000000000003,-70.47999999999999,-831.7399999999999,-140.0,-42.000000000000014
0,-8.0,-0.0,-7.0,-19.0,1.0,-0.0,-24.0,-3.0,6.0,1.0,-7.0,0.7199999999999989,-9.0,0.9200000000000004,-5.0,-7.0,-5.0,2.5500000000000007,-0.0,-0.0,-6.0,9.0,-240.07000000000005,-240.07000000000005,-230.63000000000002,-461.26000000000005,-519.0,-3.0,24.0,-39.10000000000002,-7.819999999999993,-536.07,-191.86,-57.54999999999998
2,-9.0,-0.0,30.0,-4.0,22.0,17.0,7.0,23.0,11.0,9.0,-10.0,1.5199999999999996,-8.0,3.2,-10.0,-8.0,-5.0,1.6400000000000006,-0.0,-0.0,-7.0,12.0,-429.65000000000003,-429.65000000000003,-314.52,-629.03,-759.0,2.0,55.0,-306.79999999999995,-61.36,-801.5400000000001,13.300000000000011,3.9899999999999807
0,-9.0,-0.0,12.0,-8.0,-13.0,-32.0,2.0,-10.0,-2.0,1.0,-10.0,-1.7600000000000016,-6.0,0.8399999999999999,-7.0,-8.0,-8.0,-1.7199999999999989,-0.0,-0.0,-6.0,13.0,-353.78999999999996,-353.78999999999996,-122.7,-245.4,-646.0,1.0,58.0,-288.92,-57.78,-618.7099999999999,-281.46000000000004,-84.44
2,-8.0,32.0,17.0,5.0,-33.0,-9.0,-6.0,1.0,-1.0,-6.0,-4.0,-1.1900000000000013,-11.0,0.31499999999999995,-1.0,-4.0,-13.0,-1.2699999999999996,-0.0,-0.0,-5.0,7.0,-288.83,-288.83,51.75999999999999,103.5,-326.0,7.0,15.0,-382.03000000000003,-76.4,-287.12,87.81999999999994,26.350000000000023
1,4.0,-0.0,-6.0,-15.0,-15.0,-5.0,9.0,2.0,11.0,5.0,4.0,-1.240000000000002,10.0,0.6400000000000001,2.0,2.0,4.0,-2.09,-0.0,-0.0,8.0,0.0,-114.34999999999997,-114.34999999999997,-54.209999999999994,-108.42999999999998,-258.0,10.0,28.0,99.50999999999999,19.89999999999999,-183.87,-117.36000000000001,-35.209999999999994
1,11.0,-0.0,-5.0,-3.0,-18.0,1.0,1.0,-0.0,-3.0,15.0,9.0,-0.20000000000000284,11.0,-1.4,12.0,11.0,9.0,0.08999999999999986,-0.0,-0.0,12.0,-8.0,359.83,359.83,392.43,784.87,1009.0,-2.0,-51.0,733.99,146.79999999999998,1033.04,446.59999999999997,133.98000000000002
0,-4.0,-0.0,-11.0,-19.0,-25.0,9.0,-22.0,-17.0,-11.0,-0.0,-0.0,-1.1999999999999993,7.0,0.40000000000000036,-1.0,-1.0,1.0,-0.2699999999999996,-0.0,-0.0,1.0,5.0,-85.67999999999995,-85.67999999999995,-57.72999999999999,-115.45999999999998,-303.0,4.0,14.0,37.47000000000003,7.489999999999995,-211.63,-252.32999999999998,-75.71000000000001
1,-7.0,-0.0,-5.0,-33.0,-14.0,8.0,-9.0,-38.0,-37.0,-18.0,-0.0,-0.5199999999999996,5.0,0.7600000000000002,-6.0,-4.0,-0.0,-0.6400000000000006,-0.0,-0.0,-2.0,5.0,-51.460000000000036,-51.460000000000036,59.620000000000005,119.22999999999996,-72.0,2.0,2.0,-143.0,-28.599999999999994,-57.26999999999998,-122.76999999999998,-36.83000000000001
0,-8.0,-0.0,15.0,-20.0,20.0,-0.0,20.0,15.0,10.0,25.0,-7.0,-0.7600000000000016,-0.0,3.12,-3.0,-3.0,2.0,-0.8200000000000003,-0.0,-0.0,-4.0,11.0,-421.74,-421.74,-144.84999999999997,-289.68999999999994,-536.0,-3.0,43.0,-107.13999999999999,-21.43,-575.91,40.35000000000002,12.11
0,2.0,-0.0,-20.0,-30.0,15.0,-0.0,-0.0,-0.0,-0.0,15.0,3.0,-0.120000000000001,7.0,0.28000000000000025,5.0,3.0,7.0,0.629999999999999,-0.0,-0.0,6.0,1.0,8.379999999999995,8.379999999999995,-165.17000000000002,-330.34000000000003,-42.0,-0.0,2.0,216.41000000000003,43.28,-94.45000000000005,63.54000000000002,19.060000000000002
2,-6.0,76.0,-5.0,-26.0,26.0,-8.0,-8.0,21.0,13.0,11.0,-5.0,1.1999999999999993,-1.0,-1.7495652173913043,-1.0,-6.0,-8.0,4.0,1.5304347826086957,4.913043478260869,-2.0,9.0,-240.93000000000006,-240.93000000000006,-179.95999999999998,-359.90999999999997,-367.0,-0.0,20.0,77.27999999999997,15.460000000000008,-359.18999999999994,154.13999999999993,46.239999999999995
1,5.0,-0.0,16.0,1.0,7.0,13.0,37.0,40.0,7.0,15.0,2.0,0.4400000000000013,-1.0,2.48,3.0,5.0,4.0,-0.7300000000000004,-0.0,-0.0,5.0,-2.0,-156.97999999999996,-156.97999999999996,183.2,366.39,12.0,-8.0,5.0,-213.47999999999996,-42.69999999999999,-26.840000000000032,-34.55000000000001,-10.36
1,2.0,-0.0,-7.0,-13.0,-18.0,-15.0,-1.0,15.0,-1.0,7.0,7.0,-0.9599999999999973,-1.0,2.0799999999999996,5.0,5.0,1.0,-2.1000000000000014,-0.0,-0.0,2.0,-7.0,-7.659999999999968,-7.659999999999968,170.0,340.01,179.0,3.0,-21.0,-278.37,-55.68000000000001,171.87,217.39,65.21000000000001
0,1.0,-0.0,15.0,-15.0,-0.0,-0.0,-15.0,-20.0,-0.0,15.0,6.0,-2.0799999999999983,17.0,1.5600000000000005,1.0,3.0,5.0,-0.4499999999999993,-0.0,-0.0,9.0,2.0,77.09,77.09,135.05,270.09000000000003,300.0,-0.0,-38.0,20.150000000000034,4.030000000000001,259.96000000000004,145.95,43.78999999999999
1,4.0,76.0,-0.0,-1.0,26.0,-8.0,-8.0,21.0,23.0,11.0,9.0,0.7600000000000016,13.0,-1.6695652173913043,3.0,2.0,-3.0,2.280000000000001,1.5304347826086957,4.913043478260869,12.0,-1.0,45.99000000000001,45.99000000000001,126.18,252.37,344.0,-21.0,-24.0,87.75999999999993,17.560000000000002,205.24,51.69,15.510000000000005
1,7.0,49.0,9.0,2.0,-3.0,-5.0,6.0,6.0,11.0,6.0,-0.0,-1.4899999999999984,7.0,2.8260869565217375,-1.0,-0.0,-5.0,-2.539999999999999,7.335869565217393,46.95652173913044,9.0,2.0,101.55000000000001,101.55000000000001,-256.88,-513.76,-461.0,46.0,21.0,97.48000000000002,19.5,-219.57000000000005,-279.14,-83.73999999999998
