team,date,overall,attack,midfield,defence,prestige,start_age,full_age,bup_speed,bup_dribbling,bup_passing,cc_passing,cc_crossing,cc_shooting,d_pressure,d_aggresion,d_width,wage_euros_thousands,value_euros_millions,growth,goalkeeper_overall
Brazil,2018-11-15 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-11-13 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-11-05 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-11-01 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-29 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-25 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-23 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-22 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-18 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-15 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-11 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-09 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-04 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-10-01 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-09-27 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-09-24 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-09-20 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-08-21 00:00:00+00:00,81.0,84.0,80.0,80.0,10.0,29.64,29.48,52.0,74.0,51.0,61.0,44.0,68.0,75.0,54.0,64.0,43.869565217391305,15.795652173913044,0.043478260869565216,82.0
Brazil,2018-07-19 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-09-12 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-09-06 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-08-30 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-08-23 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-08-03 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-07-26 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-07-15 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,27.55,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-07-12 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,27.55,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-07-11 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,27.55,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-07-08 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,27.55,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-07-07 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,27.55,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-07-04 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,27.09,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-07-03 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,27.09,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-07-01 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-29 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-28 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-27 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-26 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-25 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-24 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-23 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-22 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.91,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-21 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.64,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-20 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.64,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-19 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.64,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-18 00:00:00+00:00,86.0,87.0,86.0,84.0,10.0,26.64,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-17 00:00:00+00:00,86.0,87.0,85.0,84.0,10.0,26.73,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-16 00:00:00+00:00,86.0,87.0,85.0,84.0,10.0,26.73,27.43,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,0.0,0.0,1.625,84.0
Brazil,2018-06-14 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-06-11 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-06-07 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-06-04 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-05-31 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-05-28 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-04-19 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,122.95652173913044,32.28260869565217,1.826086956521739,83.0
Brazil,2018-05-24 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-05-22 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-05-17 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-05-14 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-05-10 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,123.6086956521739,32.5,1.826086956521739,84.0
Brazil,2018-05-08 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,122.95652173913044,32.28260869565217,1.826086956521739,83.0
Brazil,2018-05-03 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,122.95652173913044,32.28260869565217,1.826086956521739,83.0
Brazil,2018-04-30 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,122.95652173913044,32.28260869565217,1.826086956521739,83.0
Brazil,2018-04-26 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,122.95652173913044,32.28260869565217,1.826086956521739,83.0
Brazil,2018-04-23 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,122.95652173913044,32.28260869565217,1.826086956521739,83.0
Brazil,2018-04-16 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.43478260869566,31.956521739130434,1.7826086956521738,83.0
Brazil,2018-04-12 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.43478260869566,31.956521739130434,1.7826086956521738,83.0
Brazil,2018-04-09 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.43478260869566,31.956521739130434,1.7826086956521738,83.0
Brazil,2018-04-05 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.43478260869566,31.956521739130434,1.7826086956521738,83.0
Brazil,2018-04-03 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.43478260869566,31.956521739130434,1.7826086956521738,83.0
Brazil,2018-03-29 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.43478260869566,31.956521739130434,1.7826086956521738,83.0
Brazil,2018-03-26 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.09,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.43478260869566,31.782608695652176,1.7826086956521738,82.0
Brazil,2018-03-22 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.3913043478261,30.76086956521739,1.565217391304348,82.0
Brazil,2018-03-19 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.3913043478261,30.32608695652174,1.5217391304347827,82.0
Brazil,2018-03-15 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,121.3913043478261,30.32608695652174,1.5217391304347827,82.0
Brazil,2018-03-12 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,119.43478260869566,29.82608695652174,1.565217391304348,82.0
Brazil,2018-03-08 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,119.43478260869566,29.82608695652174,1.565217391304348,82.0
Brazil,2018-03-05 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,120.65217391304348,29.891304347826086,1.565217391304348,82.0
Brazil,2018-03-01 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,120.65217391304348,29.891304347826086,1.565217391304348,82.0
Brazil,2018-02-26 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,120.65217391304348,29.891304347826086,1.565217391304348,82.0
Brazil,2018-02-22 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,51.0,73.0,50.0,39.0,33.0,67.0,76.0,73.0,63.0,120.65217391304348,29.891304347826086,1.565217391304348,82.0
Brazil,2018-02-19 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.695652173913043,1.565217391304348,81.0
Brazil,2018-02-15 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.695652173913043,1.565217391304348,81.0
Brazil,2018-02-12 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.695652173913043,1.608695652173913,81.0
Brazil,2018-02-08 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.695652173913043,1.608695652173913,81.0
Brazil,2018-02-05 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.847826086956523,1.6521739130434783,81.0
Brazil,2018-02-01 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.847826086956523,1.6521739130434783,81.0
Brazil,2018-01-29 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.847826086956523,1.6521739130434783,81.0
Brazil,2018-01-25 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.847826086956523,1.6521739130434783,81.0
Brazil,2018-01-22 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.652173913043477,1.565217391304348,81.0
Brazil,2018-01-18 00:00:00+00:00,85.0,86.0,83.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,120.47826086956522,29.652173913043477,1.565217391304348,81.0
Brazil,2018-01-15 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,117.43478260869566,28.23913043478261,1.6956521739130435,81.0
Brazil,2018-01-11 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,117.43478260869566,28.23913043478261,1.6956521739130435,81.0
Brazil,2018-01-08 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,113.73913043478261,28.043478260869566,1.6956521739130435,81.0
Brazil,2018-01-04 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,113.73913043478261,28.043478260869566,1.6956521739130435,81.0
Brazil,2018-01-02 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,113.73913043478261,28.065217391304348,1.7391304347826086,81.0
Brazil,2017-12-28 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,113.73913043478261,28.065217391304348,1.7391304347826086,81.0
Brazil,2017-12-21 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,113.73913043478261,28.065217391304348,1.7391304347826086,81.0
Brazil,2017-12-18 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.0,27.934782608695652,1.7391304347826086,81.0
Brazil,2017-12-14 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.0,27.934782608695652,1.7391304347826086,81.0
Brazil,2017-12-11 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.717391304347824,1.7391304347826086,81.0
Brazil,2017-12-07 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.717391304347824,1.7391304347826086,81.0
Brazil,2017-12-04 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.543478260869566,1.7391304347826086,81.0
Brazil,2017-11-30 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.543478260869566,1.7391304347826086,81.0
Brazil,2017-11-27 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.543478260869566,1.7391304347826086,81.0
Brazil,2017-11-23 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.543478260869566,1.7391304347826086,81.0
Brazil,2017-11-20 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.543478260869566,1.7391304347826086,81.0
Brazil,2017-11-16 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.543478260869566,1.7391304347826086,81.0
Brazil,2017-11-13 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,111.73913043478261,27.543478260869566,1.7391304347826086,81.0
Brazil,2017-11-06 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,110.52173913043478,27.26086956521739,1.7826086956521738,81.0
Brazil,2017-11-02 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,110.52173913043478,27.26086956521739,1.7826086956521738,81.0
Brazil,2017-10-30 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,110.08695652173913,27.02173913043478,1.826086956521739,81.0
Brazil,2017-10-26 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,110.08695652173913,27.02173913043478,1.826086956521739,81.0
Brazil,2017-10-23 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.152173913043477,1.8695652173913044,80.0
Brazil,2017-10-19 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.152173913043477,1.8695652173913044,80.0
Brazil,2017-10-16 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.152173913043477,1.8695652173913044,80.0
Brazil,2017-10-12 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.152173913043477,1.8695652173913044,80.0
Brazil,2017-10-09 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.152173913043477,1.8695652173913044,80.0
Brazil,2017-10-05 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.152173913043477,1.8695652173913044,80.0
Brazil,2017-10-02 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.195652173913043,1.9130434782608696,80.0
Brazil,2017-09-28 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.195652173913043,1.9130434782608696,80.0
Brazil,2017-09-25 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.195652173913043,1.9130434782608696,80.0
Brazil,2017-09-21 00:00:00+00:00,84.0,85.0,82.0,85.0,10.0,26.73,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.195652173913043,1.9130434782608696,80.0
Brazil,2017-09-18 00:00:00+00:00,84.0,87.0,82.0,85.0,10.0,26.18,26.35,62.0,70.0,48.0,57.0,42.0,54.0,61.0,37.0,42.0,89.56521739130434,24.456521739130434,2.0,80.0
Brazil,2017-08-29 00:00:00+00:00,84.0,86.0,82.0,85.0,10.0,27.18,27.35,36.0,52.0,33.0,40.0,33.0,42.0,76.0,73.0,63.0,112.78260869565217,27.195652173913043,1.9565217391304348,80.0
