game_date,home_team,away_team,home_score,away_score,tournament,country,neutral,overall_diff,attack_away_defence_home_diff,attack_diff,attack_home_defence_away_diff,defence_diff,midfield_diff,rank_diff,prestige_diff,growth_diff,full_age_diff,start_age_diff,value_euros_millions_diff,wage_euros_thousands_diff,goalkeeper_overall_diff,bup_dribbling_diff,bup_passing_diff,bup_speed_diff,cc_crossing_diff,cc_passing_diff,cc_shooting_diff,d_aggresion_diff,d_pressure_diff,d_width_diff,home_win,wins_past_1_games_diff,wins_home_against_away_1_games,wins_past_2_games_diff,wins_home_against_away_2_games,wins_past_3_games_diff,wins_home_against_away_3_games,wins_past_4_games_diff,wins_home_against_away_4_games,wins_past_5_games_diff,wins_home_against_away_5_games,score_past_1_games_diff,score_conceded_past_1_games_diff,score_past_2_games_diff,score_conceded_past_2_games_diff,score_past_3_games_diff,score_conceded_past_3_games_diff,score_past_4_games_diff,score_conceded_past_4_games_diff,score_past_5_games_diff,score_conceded_past_5_games_diff
2008-06-25 00:00:00+00:00,Germany,Turkey,3,2,UEFA Euro,Switzerland,True,5.0,-3.0,3.0,8.0,8.0,4.0,-15.0,7.0,0.040000000000000036,-0.7599999999999979,-0.17999999999999972,-0.0,-0.0,4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,-1.0,0.0,-1.0,0.0,-0.6666666666666666,0.0,-0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.3333333333333335,0.6666666666666667,0.75,0.0,0.8,0.40000000000000013
2008-06-26 00:00:00+00:00,Russia,Spain,0,3,UEFA Euro,Austria,True,-8.0,8.0,-10.0,-7.0,-5.0,-10.0,20.0,-6.0,1.88,-1.599999999999998,0.17999999999999972,-0.0,-0.0,-4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,1.6666666666666667,0.6666666666666666,0.5,1.25,0.6000000000000001,1.2000000000000002
2008-06-29 00:00:00+00:00,Germany,Spain,0,1,UEFA Euro,Austria,True,-2.0,1.0,-1.0,2.0,2.0,-2.0,1.0,2.0,1.0,-0.4799999999999969,2.27,-0.0,-0.0,-6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.25,0.0,0.2,0.0,1.0,3.0,1.0,1.5,1.0000000000000002,1.3333333333333335,0.5,1.25,0.8,1.6
2008-08-19 00:00:00+00:00,Australia,South Africa,2,2,Friendly,England,True,3.0,6.0,-1.0,6.0,1.0,-0.0,-35.0,3.0,2.347826086956521,-1.0399999999999991,0.8200000000000003,-0.0,-0.0,4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.2,0.0,-1.0,-2.0,-0.5,0.5,0.0,-0.3333333333333335,-0.25,-0.5,-0.4,-0.8
2008-08-20 00:00:00+00:00,Sweden,France,2,3,Friendly,Sweden,False,-8.0,10.0,-6.0,-3.0,-7.0,-9.0,14.0,-8.0,-1.3199999999999998,0.16000000000000014,-1.91,-0.0,-0.0,-10.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.25,0.0,-0.2,0.0,-2.0,-2.0,-1.5,-2.5,-0.33333333333333326,-1.6666666666666667,-0.5,-1.25,-0.19999999999999996,-0.6
2008-08-20 00:00:00+00:00,Germany,Belgium,2,0,Friendly,Germany,False,9.0,-9.0,9.0,8.0,8.0,8.0,-44.0,8.0,0.5547826086956524,1.2200000000000024,2.4499999999999997,-0.0,-0.0,12.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-2.0,0.33333333333333326,-1.3333333333333335,0.5,-0.75,0.20000000000000018,-1.0
2008-08-20 00:00:00+00:00,Scotland,Northern Ireland,0,0,Friendly,Scotland,False,6.0,-6.0,9.0,8.0,5.0,11.0,-16.0,6.0,-1.7652173913043478,-0.5799999999999983,0.4499999999999993,-0.0,-0.0,7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.25,0.0,-0.39999999999999997,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-0.33333333333333337,-0.25,-0.25,0.0,0.0
2008-08-20 00:00:00+00:00,Italy,Austria,2,2,Friendly,France,True,13.0,-18.0,18.0,12.0,12.0,13.0,-100.0,9.0,-4.84,3.3599999999999994,5.18,-0.0,-0.0,18.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.25,0.0,0.4,0.0,0.0,-1.0,1.0,-0.5,0.6666666666666667,-0.6666666666666667,-0.25,-0.5,0.19999999999999996,-0.6000000000000001
2008-08-20 00:00:00+00:00,Denmark,Spain,0,3,Friendly,Denmark,False,-7.0,7.0,-8.0,-5.0,-4.0,-8.0,35.0,-4.0,0.3200000000000003,1.0,3.18,-0.0,-0.0,-15.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.4,0.0,0.0,1.0,0.0,2.0,0.0,1.3333333333333333,0.25,1.25,0.0,1.2000000000000002
2008-08-20 00:00:00+00:00,England,Czech Republic,2,2,Friendly,England,False,6.0,-5.0,6.0,7.0,6.0,7.0,6.0,3.0,-1.04,-2.599999999999998,-1.09,-0.0,-0.0,-8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,1.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.25,0.0,0.0,0.0,2.0,-1.0,0.5,-1.5,0.6666666666666666,-0.6666666666666667,0.25,0.0,0.3999999999999999,0.0
2008-08-20 00:00:00+00:00,Ukraine,Poland,1,0,Friendly,Ukraine,False,-0.0,8.0,1.0,7.0,-2.0,2.0,-1.0,3.0,-0.08695652173913082,0.08000000000000185,0.17999999999999972,-0.0,-0.0,-3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-0.5,0.0,-1.0,0.0,-0.75,-0.40000000000000013,-1.2000000000000002
2008-08-20 00:00:00+00:00,Russia,Netherlands,1,1,Friendly,Russia,False,-5.0,7.0,-9.0,-4.0,-2.0,-7.0,6.0,-4.0,6.0,-1.84,-0.08999999999999986,-0.0,-0.0,85.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,-0.5,0.0,-0.3333333333333333,0.0,-0.5,0.0,-0.6000000000000001,0.0,-3.0,-2.0,-0.5,0.0,0.3333333333333335,1.0000000000000002,0.5,1.5,-0.20000000000000018,1.5999999999999999
2008-08-20 00:00:00+00:00,Slovenia,Croatia,2,3,Friendly,Slovenia,False,-7.0,16.0,-11.0,-3.0,-8.0,-8.0,72.0,-8.0,4.7043478260869565,-2.3599999999999994,-2.460000000000001,-0.0,-0.0,-6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.25,0.0,-0.4,0.0,-1.0,0.0,0.0,0.5,-0.33333333333333337,0.6666666666666666,-0.75,0.75,-0.9999999999999999,0.6
2008-08-20 00:00:00+00:00,Norway,Ireland,1,1,Friendly,Norway,False,-0.0,3.0,-0.0,1.0,-2.0,-0.0,-12.0,-0.0,0.21739130434782614,0.3999999999999986,-0.4499999999999993,-0.0,-0.0,-11.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,-1.5,-0.5,-1.3333333333333335,-0.33333333333333326,-1.0,-0.25,-0.6000000000000001,-0.4
2008-09-06 00:00:00+00:00,Netherlands,Australia,1,2,Friendly,Netherlands,False,8.0,-1.0,5.0,12.0,8.0,6.0,-35.0,5.0,-6.1,-0.3999999999999986,-1.7300000000000004,-0.0,-0.0,-75.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.25,0.0,0.4,0.0,0.0,0.0,-1.0,-0.5,0.0,-0.33333333333333337,0.75,0.0,1.2000000000000002,-0.20000000000000007
2008-09-06 00:00:00+00:00,South Africa,Nigeria,0,1,FIFA World Cup qualification,South Africa,False,-5.0,14.0,-9.0,-4.0,-9.0,-5.0,43.0,-1.0,2.1866666666666665,1.2300000000000004,1.1799999999999995,-0.0,-0.0,-6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,2.0,-1.0,1.0,0.3333333333333335,1.0,-0.25,0.5,-0.40000000000000013,0.3999999999999999
2008-09-06 00:00:00+00:00,Argentina,Paraguay,1,1,FIFA World Cup qualification,Argentina,False,9.0,-4.0,7.0,10.0,7.0,11.0,-18.0,10.0,-1.5,-1.4699999999999989,-0.7300000000000004,-0.0,-0.0,9.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,-1.0,1.0,-0.5,1.0,-0.3333333333333333,1.0,-0.5,1.0,-0.6000000000000001,1.0,0.0,2.0,0.0,1.0,1.0,-0.33333333333333337,1.0,0.75,0.5999999999999999,0.8
2008-09-06 00:00:00+00:00,Hungary,Denmark,0,0,FIFA World Cup qualification,Hungary,False,-6.0,9.0,-14.0,-10.0,-5.0,-4.0,14.0,-5.0,-0.2333333333333343,-2.6599999999999966,-2.8200000000000003,-0.0,-0.0,-6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.25,0.0,-0.2,0.0,0.0,-3.0,0.5,-1.5,0.0,-1.0,-0.25,-0.75,0.0,-0.3999999999999999
2008-09-06 00:00:00+00:00,Poland,Slovenia,1,1,FIFA World Cup qualification,Poland,False,4.0,2.0,1.0,6.0,3.0,5.0,-49.0,6.0,-1.5999999999999996,1.5,2.09,-0.0,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.2,0.0,-1.0,-1.0,-1.0,-1.0,-0.6666666666666667,-0.33333333333333326,-1.0,-0.5,-0.7999999999999999,-0.8
2008-09-06 00:00:00+00:00,Austria,France,3,1,FIFA World Cup qualification,Austria,False,-10.0,12.0,-13.0,-13.0,-12.0,-13.0,90.0,-9.0,1.833333333333334,0.23000000000000045,-0.8200000000000003,-0.0,-0.0,-6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,-0.5,-0.33333333333333326,-1.3333333333333333,-0.5,-1.0,-0.3999999999999999,-0.8
2008-09-10 00:00:00+00:00,Russia,Wales,2,1,FIFA World Cup qualification,Russia,False,7.0,2.0,3.0,6.0,1.0,2.0,-41.0,6.0,0.29130434782608816,-0.7399999999999984,2.640000000000001,-0.0,-0.0,17.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,0.0,0.0,-0.5,0.0,-0.6666666666666666,0.0,-0.25,0.0,-0.2,0.0,0.0,-2.0,-1.5,0.5,-0.3333333333333335,0.33333333333333337,0.25,0.25,0.3999999999999999,-0.19999999999999996
2008-09-10 00:00:00+00:00,Sweden,Hungary,2,1,FIFA World Cup qualification,Sweden,False,6.0,-9.0,17.0,12.0,4.0,3.0,-19.0,4.0,-1.7333333333333325,1.8299999999999983,1.91,-0.0,-0.0,10.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.25,0.0,-0.2,0.0,-1.0,0.0,-1.5,0.0,-1.3333333333333335,0.33333333333333326,-0.5,0.0,-0.6000000000000001,-0.19999999999999996
2008-09-10 00:00:00+00:00,Uruguay,Ecuador,0,0,FIFA World Cup qualification,Uruguay,False,6.0,-5.0,6.0,10.0,9.0,5.0,-30.0,2.0,-2.0999999999999988,-2.0,-3.629999999999999,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,-1.0,0.0,-2.0,-0.25,-2.75,-0.19999999999999996,-2.4
2008-09-10 00:00:00+00:00,Croatia,England,1,4,FIFA World Cup qualification,Croatia,False,-6.0,8.0,-6.0,-7.0,-9.0,-7.0,-10.0,-4.0,1.2333333333333334,-0.0,-2.09,-0.0,-0.0,-6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,0.0,0.0,-0.5,0.5,-0.3333333333333333,0.5,-0.25,0.5,-0.2,0.5,1.0,0.0,0.5,1.0,0.6666666666666667,0.33333333333333326,0.75,0.5,0.8,0.20000000000000018
2008-09-10 00:00:00+00:00,Northern Ireland,Czech Republic,0,0,FIFA World Cup qualification,Northern Ireland,False,-8.0,7.0,-7.0,-9.0,-9.0,-8.0,24.0,-10.0,1.2999999999999998,-1.8000000000000007,-1.3599999999999994,-0.0,-0.0,-16.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.19999999999999996,0.0,0.0,0.0,-0.5,-0.5,-0.6666666666666666,-0.9999999999999998,-0.25,-0.5,-0.20000000000000007,0.0
2008-09-10 00:00:00+00:00,Finland,Germany,3,3,FIFA World Cup qualification,Finland,False,-12.0,14.0,-15.0,-13.0,-12.0,-14.0,39.0,-13.0,1.1333333333333335,2.0300000000000007,2.0,-0.0,-0.0,-7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,-1.0,0.0,-0.5,0.0,-0.6666666666666666,0.0,-0.25,0.0,-0.2,0.0,-2.0,2.0,-1.5,0.5,-1.3333333333333335,0.6666666666666667,-1.0,0.75,-0.7999999999999999,0.8
2008-09-10 00:00:00+00:00,Portugal,Denmark,2,3,FIFA World Cup qualification,Portugal,False,5.0,-3.0,-0.0,4.0,7.0,8.0,-27.0,4.0,-2.7666666666666666,-1.5,-2.8200000000000003,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,-1.0,0.0,-0.5,0.0,-0.6666666666666666,0.0,-0.5,0.0,-0.39999999999999997,0.0,-1.0,0.0,-1.5,-1.5,-0.33333333333333326,-1.0,0.25,-0.75,0.0,-0.6
2008-09-10 00:00:00+00:00,France,Serbia,2,1,FIFA World Cup qualification,France,False,6.0,-5.0,5.0,10.0,10.0,10.0,-22.0,6.0,-0.32753623188405795,1.0,0.5500000000000007,-0.0,-0.0,5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.25,0.0,0.0,0.0,-2.0,-1.0,-0.5,-1.0,-1.0000000000000002,-0.6666666666666667,-1.5,-1.0,-1.2000000000000002,-0.8
2008-09-10 00:00:00+00:00,Turkey,Belgium,1,1,FIFA World Cup qualification,Turkey,False,5.0,1.0,4.0,5.0,-0.0,5.0,-45.0,4.0,1.6333333333333346,1.400000000000002,1.6400000000000006,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,0.2,0.0,-1.0,-2.0,-0.5,-2.0,0.0,-2.0,0.25,-1.5,-0.19999999999999996,-1.0
2008-10-11 00:00:00+00:00,Argentina,Uruguay,2,1,FIFA World Cup qualification,Argentina,False,8.0,-6.0,9.0,10.0,7.0,9.0,-13.0,7.0,-1.1333333333333335,0.030000000000001137,1.8999999999999984,-0.0,-0.0,10.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,0.75,0.0,0.7999999999999999,-0.19999999999999996
2008-10-11 00:00:00+00:00,Scotland,Norway,0,0,FIFA World Cup qualification,Scotland,False,2.0,4.0,-2.0,1.0,-1.0,2.0,-13.0,1.0,0.5,0.5300000000000011,1.0,-0.0,-0.0,9.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-1.0,0.0,-0.6666666666666666,-1.0,-0.75,-1.0,-0.19999999999999996,-0.8
2008-10-11 00:00:00+00:00,Romania,France,2,2,FIFA World Cup qualification,Romania,False,-7.0,10.0,-8.0,-8.0,-10.0,-13.0,7.0,-9.0,0.09999999999999963,1.4299999999999995,2.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,-2.0,1.0,-1.0,-0.5,-0.6666666666666667,0.0,0.25,-0.5,0.0,-1.0
2008-10-11 00:00:00+00:00,Ukraine,Croatia,0,0,FIFA World Cup qualification,Ukraine,False,-4.0,8.0,-4.0,-2.0,-6.0,-6.0,13.0,1.0,0.33333333333333304,0.03999999999999915,0.4499999999999993,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.2,0.0,1.0,-3.0,1.0,-1.0,-0.33333333333333337,-0.6666666666666667,0.25,-0.25,0.19999999999999996,0.0
2008-10-11 00:00:00+00:00,Germany,Russia,2,1,FIFA World Cup qualification,Germany,False,5.0,-4.0,6.0,11.0,9.0,6.0,-6.0,6.0,-1.033333333333334,0.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.19999999999999996,0.0,0.0,1.0,1.0,0.5,0.3333333333333335,-0.6666666666666667,0.5,0.0,0.6000000000000001,0.40000000000000013
2008-10-11 00:00:00+00:00,Slovenia,Northern Ireland,2,0,FIFA World Cup qualification,Slovenia,False,1.0,2.0,3.0,3.0,-2.0,-0.0,38.0,-0.0,1.166666666666666,-0.07000000000000027,-1.09,-0.0,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.5,0.0,-0.6666666666666667,-0.3333333333333333,-0.25,-0.5,-0.3999999999999999,-0.19999999999999996
2008-10-11 00:00:00+00:00,Sweden,Portugal,0,0,FIFA World Cup qualification,Sweden,False,-5.0,5.0,3.0,0.0,-8.0,-9.0,18.0,-5.0,0.7999999999999998,0.6700000000000017,1.91,-0.0,-0.0,-4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-0.6666666666666667,-1.3333333333333333,-0.75,-0.5,-0.20000000000000018,0.0
2008-10-11 00:00:00+00:00,Poland,Czech Republic,2,1,FIFA World Cup qualification,Poland,False,-3.0,6.0,-3.0,-5.0,-8.0,-3.0,22.0,-4.0,0.8666666666666663,-0.37000000000000105,-0.35999999999999943,-0.0,-0.0,-4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,-1.0,0.0,-1.0,0.0,-0.6666666666666666,0.0,-0.25,0.0,-0.2,0.0,0.0,0.0,-0.5,0.0,-0.6666666666666667,-0.3333333333333335,-0.5,-0.75,-0.7999999999999999,-0.40000000000000013
2008-10-11 00:00:00+00:00,Bulgaria,Italy,0,0,FIFA World Cup qualification,Bulgaria,False,-11.0,17.0,-12.0,-9.0,-14.0,-12.0,13.0,-10.0,2.0666666666666664,1.3699999999999974,-2.27,-0.0,-0.0,-14.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,1.0,0.0,1.0,0.0,1.3333333333333335,0.6666666666666666,1.25,0.5,0.6,-0.19999999999999996
2008-10-14 00:00:00+00:00,France,Tunisia,3,1,Friendly,France,False,14.0,-15.0,15.0,11.0,11.0,17.0,-36.0,13.0,-0.11014492753623184,-0.9499999999999992,-3.5399999999999987,-0.0,-0.0,18.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,1.0,0.0,0.5,0.0,0.0,0.0,-0.16666666666666663,0.0,-0.2666666666666666,0.0,0.0,-1.0,0.5,0.5,-0.33333333333333326,0.3333333333333335,0.0,0.3333333333333335,-0.3999999999999999,0.3333333333333335
2008-10-15 00:00:00+00:00,Austria,Serbia,1,3,FIFA World Cup qualification,Austria,False,-4.0,7.0,-8.0,-3.0,-2.0,-3.0,42.0,-3.0,1.505797101449276,1.2300000000000004,-0.2699999999999996,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.25,0.0,0.2,0.0,2.0,-1.0,1.0,-1.0,0.3333333333333335,-1.0,0.25,-0.75,0.0,-1.0
2008-10-15 00:00:00+00:00,Russia,Finland,3,0,FIFA World Cup qualification,Russia,False,7.0,-4.0,9.0,8.0,3.0,8.0,-34.0,7.0,-0.09999999999999963,-2.5300000000000007,-2.0,-0.0,-0.0,7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0000000000000002,-0.75,-1.0,-0.20000000000000018,-0.8
2008-10-15 00:00:00+00:00,Greece,Switzerland,1,2,FIFA World Cup qualification,Greece,False,-1.0,0.0,1.0,0.0,-1.0,4.0,-28.0,2.0,-2.7333333333333334,3.0,3.09,-0.0,-0.0,-3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,-1.0,0.0,-0.5,0.0,-0.3333333333333333,0.0,-0.25,0.0,-0.2,0.0,-1.0,2.0,-1.0,0.5,-1.3333333333333335,0.0,-1.25,-1.0,-0.8,-1.0
2008-10-15 00:00:00+00:00,Norway,Netherlands,0,1,FIFA World Cup qualification,Norway,False,-8.0,7.0,-4.0,0.0,-3.0,-6.0,34.0,-6.0,6.0,-1.1000000000000014,-0.91,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.39999999999999997,0.0,0.0,-1.0,0.0,-0.5,0.0,-1.0,-0.75,-0.25,-0.8,0.40000000000000013
2008-10-15 00:00:00+00:00,Czech Republic,Slovenia,1,0,FIFA World Cup qualification,Czech Republic,False,7.0,-6.0,4.0,9.0,11.0,8.0,-65.0,10.0,-2.466666666666666,1.870000000000001,2.4499999999999997,-0.0,-0.0,10.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,-0.5,1.0,-0.33333333333333326,0.3333333333333335,-0.5,0.0,-0.8,0.19999999999999996
2008-10-15 00:00:00+00:00,Germany,Wales,1,0,FIFA World Cup qualification,Germany,False,12.0,-7.0,9.0,12.0,10.0,8.0,-58.0,12.0,-0.7420289855072459,-0.23999999999999844,2.640000000000001,-0.0,-0.0,17.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,1.0,0.0,1.0,0.0,0.6666666666666667,0.0,0.25,0.0,0.4,0.0,1.0,-1.0,0.5,-1.5,1.0000000000000002,0.0,0.5,0.0,0.6000000000000001,0.0
2008-10-15 00:00:00+00:00,Belgium,Spain,1,2,FIFA World Cup qualification,Belgium,False,-12.0,10.0,-9.0,-8.0,-9.0,-13.0,50.0,-8.0,0.6666666666666661,-1.400000000000002,-2.5500000000000007,-0.0,-0.0,-18.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.25,0.0,0.2,0.0,0.0,3.0,-1.0,2.0,-1.3333333333333335,2.3333333333333335,-1.5,1.75,-1.2000000000000002,1.6
2008-11-12 00:00:00+00:00,Mexico,Ecuador,2,1,Friendly,USA,True,8.0,-8.0,8.0,12.0,12.0,9.0,-18.0,6.0,-1.5666666666666649,-1.1400000000000006,-2.539999999999999,-0.0,-0.0,7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1,-1.0,1.0,-0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-3.0,0.0,-1.0,0.0,-0.6666666666666667,-0.6666666666666667,-0.5,-1.5,-0.8000000000000003,-2.2
2008-11-19 00:00:00+00:00,Austria,Turkey,2,4,Friendly,Austria,False,-5.0,7.0,-8.0,-3.0,-2.0,-6.0,79.0,-4.0,-0.20000000000000015,0.1999999999999993,-0.91,-0.0,-0.0,-4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-0.5,0.0,-0.3333333333333335,-0.25,0.0,-0.20000000000000018,0.19999999999999996
2008-11-19 00:00:00+00:00,France,Uruguay,0,0,Friendly,France,False,7.0,-8.0,8.0,9.0,9.0,9.0,-11.0,8.0,-0.20000000000000015,-0.07000000000000027,-0.0,-0.0,-0.0,11.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,1.0,0.0,1.0,0.0,0.6666666666666667,0.0,0.5,0.0,0.39999999999999997,0.0,2.0,-1.0,1.0,-0.5,1.0000000000000002,-0.33333333333333326,0.25,0.0,0.40000000000000013,-0.20000000000000018
